id,label,left_id,left_publisher,left_title,left_author,left_year,left_ENTRYTYPE,left_journal,left_number,left_volume,left_pages,left_booktitle,right_id,right_title,right_booktitle,right_author,right_pages,right_year,right_ENTRYTYPE,right_publisher,right_journal,right_number,right_volume
123,0,1834,,Dynamic Programming,Martin L. Puterman and Jonathan Patrick,2010,incollection,,,,298--308,Encyclopedia of Machine Learning,3114,Understanding Application Scaling NAS Parallel Benchmarks 2.2 on NOW and SGI Origin 2000,,"Wong, Frederick and Martin, Rich and Arpaci-Dusseau, Remzi and Wu, David and Culler, David",,1998,article,,"University of California, Berkeley",,
124,0,648,,Context-sensitive document ranking,Lijun Chang and Jeffrey Xu Yu and Lu Qin,2009,inproceedings,,,,1533--1536,"Proceedings of the 18th {ACM} Conference on Information and Knowledge Management, {CIKM} 2009, Hong Kong, China, November 2-6, 2009",984,Restricted authentication and encryption for cyber-physical systems,,"Kirkpatrick, Michael and Bertino, Elisa and Sheldon, Frederick T",,2009,article,,DHS CPS Workshop Restricted Authentication and Encryption for Cyber-physical Systems,,
125,0,287,,Application Benchmark,Denilson Barbosa and Ioana Manolescu and Jeffrey Xu Yu,2009,incollection,,,,99--100,Encyclopedia of Database Systems,1705,Finding the influence set through skylines,Proceedings of the 12th International Conference on Extending Database Technology: Advances in Database Technology,"Wu, Xiaobing and Tao, Yufei and Wong, Raymong Chi-Wing and Ding, Ling and Yu, Jeffrey Xu",1030--1041,2009,inproceedings,,,,
126,0,771,,Guest editorial: social networks and social Web mining,Guandong Xu and Jeffrey Xu Yu and Wookey Lee,2013,article,World Wide Web,5-Jun,16,541--544,,1978,[Effects of Shengmai injection on testicular injury after torsion/detorsion in rats of different ages].,,"Zhou, YF and Ni, CC and Zheng, TT and Xu, NJ and Wang, Y and Yu, JJ and Zhang, JP and Gao, GS",185--188,2011,article,,Zhonghua nan ke xue= National journal of andrology,2,17
127,1,784,,Summarizing Order Statistics over Data Streams with Duplicates,Ying Zhang and Xuemin Lin and Yidong Yuan and Masaru Kitsuregawa and Xiaofang Zhou and Jeffrey Xu Yu,2007,inproceedings,,,,1329--1333,"Proceedings of the 23rd International Conference on Data Engineering, {ICDE} 2007, The Marmara Hotel, Istanbul, Turkey, April 15-20, 2007",1901,Summarizing order statistics over data streams with duplicates,"Data Engineering, 2007. ICDE 2007. IEEE 23rd International Conference on","Zhang, Ying and Lin, Xuemin and Yuan, Yidong and Kitsuregawa, Masaru and Zhou, Xiaofang and Yu, Jeffrey Xu",1329--1333,2007,inproceedings,,,,
128,0,2393,,Comparative efficiency of searching abstract text in the Chemical Abstracts Service database,M. Herz and H. K. Kaindl and A. A. Salib and R. Warszawski,1985,article,Journal of Chemical Information and Computer Sciences,2,25,111--114,,3073,Limiting trust in the storage stack,Proceedings of the second ACM workshop on Storage security and survivability,"Bairavasundaram, Lakshmi N and Rungta, Meenali and Arpaci-Dusseau, Andrea C and Arpaci-Dusseau, Remzi H",53--60,2006,inproceedings,,,,
129,0,2272,,On the Inference of Ancestries in Admixed Populations,Sriram Sankararaman and Gad Kimmel and Eran Halperin and Michael I. Jordan,2008,inproceedings,,,,424--433,"Research in Computational Molecular Biology, 12th Annual International Conference, {RECOMB} 2008, Singapore, March 30 - April 2, 2008. Proceedings",2361,On the inference of ancestries in admixed populations,,"Sankararaman, Sriram and Kimmel, Gad and Halperin, Eran and Jordan, Michael I",668--675,2008,article,Cold Spring Harbor Lab,Genome research,4,18
130,0,1468,,6th Graders doin' science - Collecting Data and Looking for Patterns in a Virtual Field,Andrew E. Johnson and Thomas G. Moher and Yongjoo Cho and Daniel C. Edelson and Brian J. Reiser,2002,inproceedings,,,,281--282,"{IEEE} Virtual Reality Conference 2002, {VR} '02, Orlando, Florida, USA, March 24-28, 2002, Proceedings",2935,Analysis of HDFS under HBase: a facebook messages case study.,,"Harter, Tyler and Borthakur, Dhruba and Dong, Siying and Aiyer, Amitanand S and Tang, Liyin and Arpaci-Dusseau, Andrea C and Arpaci-Dusseau, Remzi H",12th,2014,article,,FAST,,14
131,0,2051,,Stick-Breaking Beta Processes and the Poisson Process,John William Paisley and David M. Blei and Michael I. Jordan,2012,inproceedings,,,,850--858,"Proceedings of the Fifteenth International Conference on Artificial Intelligence and Statistics, {AISTATS} 2012, La Palma, Canary Islands, April 21-23, 2012",2197,Divide-and-conquer matrix factorization,Advances in Neural Information Processing Systems,"Mackey, Lester W and Jordan, Michael I and Talwalkar, Ameet",1134--1142,2011,inproceedings,,,,
132,0,2097,,Fast Learning by Bounding Likelihoods in Sigmoid Type Belief Networks,Tommi S. Jaakkola and Lawrence K. Saul and Michael I. Jordan,1995,inproceedings,,,,528--534,"Advances in Neural Information Processing Systems 8, NIPS, Denver, CO, November 27-30, 1995",2389,Look-ahead scheduling to support video-on-demand applications,,"Wolf, Joel L and Philip, S Yu",,1995,misc,,,,
133,0,1224,,Parallel-processing applications for data analysis in the social sciences,John Skvoretz and Shelley A. Smith and Chuck Baldwin,1992,article,Concurrency - Practice and Experience,3,4,207--221,,2901,Parallel query processing,Advanced Database Systems,"Yu, Philip S. and Chen, M-S and Wolf, Joel L and Turek, John",229--258,1993,incollection,Springer Berlin Heidelberg,,,
134,0,2045,,Shared Segmentation of Natural Scenes Using Dependent Pitman-Yor Processes,Erik B. Sudderth and Michael I. Jordan,2008,inproceedings,,,,1585--1592,"Advances in Neural Information Processing Systems 21, Proceedings of the Twenty-Second Annual Conference on Neural Information Processing Systems, Vancouver, British Columbia, Canada, December 8-11, 2008",2234,Shared segmentation of natural scenes using dependent Pitman-Yor processes,Advances in Neural Information Processing Systems,"Sudderth, Erik B and Jordan, Michael I",1585--1592,2009,inproceedings,,,,
135,1,2151,,Active Learning with Statistical Models,David A. Cohn and Zoubin Ghahramani and Michael I. Jordan,1996,article,J. Artif. Intell. Res. {(JAIR)},,4,129--145,,2114,Active learning with statistical models,,"Cohn, David A and Ghahramani, Zoubin and Jordan, Michael I",,1996,article,,Journal of artificial intelligence research,,
136,0,669,,Scalable Diversified Ranking on Large Graphs,Rong{-}Hua Li and Jeffrey Xu Yu,2013,article,{IEEE} Trans. Knowl. Data Eng.,9,25,2133--2146,,1883,Hypoxia promotes the proliferation of cervical carcinoma cells through stimulating the secretion of IL-8,,"Liu, Li-Bing and Xie, Feng and Chang, Kai-Kai and Li, Ming-Qing and Meng, Yu-Han and Wang, Xiao-Hui and Li, Hui and Li, Da-Jin and Yu, Jin-Jin",575,2014,article,e-Century Publishing Corporation,International journal of clinical and experimental pathology,2,7
137,0,2043,,Bayesian semiparametric Wiener system identification,Fredrik Lindsten and Thomas B. Sch{\{o}}n and Michael I. Jordan,2013,article,Automatica,7,49,2053--2063,,2252,Minimax probability machine,Advances in neural information processing systems,"Lanckriet, Gert and Ghaoui, Laurent E and Bhattacharyya, Chiranjib and Jordan, Michael I",801--807,2001,inproceedings,,,,
138,0,2714,,Machine Learning versus Knowledge Based Classification of Legal Texts,Emile de Maat and Kai Krabben and Radboud Winkels,2010,inproceedings,,,,87--96,"Legal Knowledge and Information Systems - {JURIX} 2010: The Twenty-Third Annual Conference on Legal Knowledge and Information Systems, Liverpool, UK, 16-17 December 2010",799,Repository management in an intelligent indexing approach for multimedia digital libraries,,"Armani, B and Catania, B and Bertino, E and Laradi, D and Marin, B and Zarri, Gian Piero",431--440,2010,article,Springer Berlin/Heidelberg,Foundations of Intelligent Systems,,
139,0,621,,Assessing single-pair similarity over graphs by aggregating first-meeting probabilities,Jun He and Hongyan Liu and Jeffrey Xu Yu and Pei Li and Wei He and Xiaoyong Du,2014,article,Inf. Syst.,,42,107--122,,2673,Analysis of affinity based routing in multi-system data sharing,,"Philip, S Yu and Cornell, Douglas W and Dias, Daniel M and Iyer, Balakrishna R",87--109,1987,article,North-Holland,Performance Evaluation,2,7
140,0,2037,,Loopy Belief Propagation for Approximate Inference: An Empirical Study,Kevin P. Murphy and Yair Weiss and Michael I. Jordan,2013,article,CoRR,,abs/1301.6725,,,2289,Recursive algorithms for approximating probabilities in graphical models,,"Jaakkola, Tommi S and Jordan, Michael I",487--493,1997,article,Citeseer,Advances in neural information processing systems,,
141,0,629,,Approximate Homogeneous Graph Summarization,Zheng Liu and Jeffrey Xu Yu and Hong Cheng,2012,article,JIP,1,20,77--88,,1991,Query-Driven Frequent Co-Occurring Term Computation over Relational Data Using MapReduce,,"Li, Jianxin and Liu, Chengfei and Zhou, Rui and Yu, Jeffrey Xu",497--513,2015,article,Oxford University Press,The Computer Journal,3,58
142,0,1942,,"Spatial Data Analysis: Theory and Practice. By Robert Haining (Cambridge: Cambridge University Press, 2003) {ISBN} 0-521-77437-3",Roger Bivand,2004,article,International Journal of Geographical Information Science,3,18,300--301,,2085,Hierarchical topic models and the nested Chinese restaurant process,,"Griffiths, DMBTL and Tenenbaum, MIJJB",17,2004,article,The MIT Press,Advances in neural information processing systems,,16
143,0,2418,Prentice Hall,Object-oriented databases,John G. Hughes,1991,book,,,,,,676,Transaction Optimization in Rule Databases,,"Guerrini, E Bertino B Catania G and Montesi, D",137--145,1994,article,,Proc. Fourth IEEE Research Issues in Data Eng.: Active Database Systems (RIDE-ADS'94),,
144,0,2272,,On the Inference of Ancestries in Admixed Populations,Sriram Sankararaman and Gad Kimmel and Eran Halperin and Michael I. Jordan,2008,inproceedings,,,,424--433,"Research in Computational Molecular Biology, 12th Annual International Conference, {RECOMB} 2008, Singapore, March 30 - April 2, 2008. Proceedings",3091,ANViL: advanced virtualization for modern non-volatile memory devices,Proceedings of the 13th USENIX Conference on File and Storage Technologies,"Weiss, Zev and Subramanian, Sriram and Sundararaman, Swaminathan and Talagala, Nisha and Arpaci-Dusseau, Andrea C and Arpaci-Dusseau, Remzi H",111--118,2015,inproceedings,,,,
145,0,254,,A false negative approach to mining frequent itemsets from high speed transactional data streams,Jeffrey Xu Yu and Zhihong Chong and Hongjun Lu and Zhenjie Zhang and Aoying Zhou,2006,article,Inf. Sci.,14,176,1986--2015,,2569,Personalized privacy protection in social networks,,"Yuan, Mingxuan and Chen, Lei and Yu, Philip S",141--150,2010,article,VLDB Endowment,Proceedings of the VLDB Endowment,2,4
146,0,294,,Indexing the Function: An Efficient Algorithm for Multi-dimensional Search with Expensive Distance Functions,Hanxiong Chen and Jianquan Liu and Kazutaka Furuse and Jeffrey Xu Yu and Nobuo Ohbo,2009,inproceedings,,,,67--78,"Advanced Data Mining and Applications, 5th International Conference, {ADMA} 2009, Beijing, China, August 17-19, 2009. Proceedings",545,The SCIFC model for information flow control in web service composition,"Web Services, 2009. ICWS 2009. IEEE International Conference on","She, Wei and Yen, I and Thuraisingham, Bhavani and Bertino, Elisa and others",1--8,2009,inproceedings,,,,
147,0,1125,,Integrated science for environmental decision-making: the challenge for biodiversity and ecosystem informatics,Gladys A. Cotter and Mike Frame and Ron Sepic,2004,article,Data Science Journal,,3,38--59,,2185,Semi-supervised learning via Gaussian processes,Advances in neural information processing systems,"Lawrence, Neil D and Jordan, Michael I",753--760,2004,inproceedings,,,,
148,1,133,,Constructing Suffix Tree for Gigabyte Sequences with Megabyte Memory,Ching{-}Fung Cheung and Jeffrey Xu Yu and Hongjun Lu,2005,article,{IEEE} Trans. Knowl. Data Eng.,1,17,90--105,,1639,Constructing suffix tree for gigabyte sequences with megabyte memory,,"Cheung, Ching-Fung and Yu, Jeffrey Xu and Lu, Hongjun",90--105,2005,article,IEEE,"Knowledge and Data Engineering, IEEE Transactions on",1,17
149,1,150,,Stock risk mining by news,Qi Pan and Hong Cheng and Di Wu and Jeffrey Xu Yu and Yiping Ke,2010,inproceedings,,,,179--188,"Database Technologies 2010, Twenty-First Australasian Database Conference {(ADC} 2010), Brisbane, Australia, 18-22 January, 2010, Proceedings",1908,Stock risk mining by news,Proceedings of the Twenty-First Australasian Conference on Database Technologies-Volume 104,"Pan, Qi and Cheng, Hong and Wu, Di and Yu, Jeffrey Xu and Ke, Yiping",179--188,2010,inproceedings,,,,
150,0,2340,,Learning the Kernel Matrix with Semidefinite Programming,Gert R. G. Lanckriet and Nello Cristianini and Peter L. Bartlett and Laurent El Ghaoui and Michael I. Jordan,2004,article,Journal of Machine Learning Research,,5,27--72,,2197,Divide-and-conquer matrix factorization,Advances in Neural Information Processing Systems,"Mackey, Lester W and Jordan, Michael I and Talwalkar, Ameet",1134--1142,2011,inproceedings,,,,
151,0,683,,Graph Indexing: Tree + Delta {\textgreater}= Graph,Peixiang Zhao and Jeffrey Xu Yu and Philip S. Yu,2007,inproceedings,,,,938--949,"Proceedings of the 33rd International Conference on Very Large Data Bases, University of Vienna, Austria, September 23-27, 2007",1606,Similarity match over high speed time-series streams,"Data Engineering, 2007. ICDE 2007. IEEE 23rd International Conference on","Lian, Xiang and Chen, Lei and Yu, Jeffrey Xu and Wang, Guoren and Yu, Ge",1086--1095,2007,inproceedings,,,,
152,1,262,,Supporting Range Queries in a Wireless Environment with Nonuniform Broadcast,Kian{-}Lee Tan and Jeffrey Xu Yu and Pin{-}Kwang Eng,1999,article,Data Knowl. Eng.,2,29,201--221,,1725,Supporting range queries in a wireless environment with nonuniform broadcast,,"Tan, Kian-Lee and Yu, Jeffrey Xu and Eng, Pin-Kwang",201--221,1999,article,North-Holland,Data \& knowledge engineering,2,29
153,1,2173,,Combining Visualization and Statistical Analysis to Improve Operator Confidence and Efficiency for Failure Detection and Localization,Peter Bod{\'{\i}}k and Greg Friedman and Lukas Biewald and Helen Levine and George Candea and Kayur Patel and Gilman Tolle and Jonathan Hui and Armando Fox and Michael I. Jordan and David A. Patterson,2005,inproceedings,,,,89--100,"Second International Conference on Autonomic Computing {(ICAC} 2005), 13-16 June 2005, Seattle, WA, {USA}",2265,Combining visualization and statistical analysis to improve operator confidence and efficiency for failure detection and localization,"Autonomic Computing, 2005. ICAC 2005. Proceedings. Second International Conference on","Bodik, Peter and Friedman, Greg and Biewald, Lukas and Levine, Helen and Candea, George and Patel, Kayur and Tolle, Gilman and Hui, Jon and Fox, Armando and Jordan, Michael and others",89--100,2005,inproceedings,,,,
154,0,167,,How to Build Templates for {RDF} Question/Answering: An Uncertain Graph Similarity Join Approach,Weiguo Zheng and Lei Zou and Xiang Lian and Jeffrey Xu Yu and Shaoxu Song and Dongyan Zhao,2015,inproceedings,,,,1809--1824,"Proceedings of the 2015 {ACM} {SIGMOD} International Conference on Management of Data, Melbourne, Victoria, Australia, May 31 - June 4, 2015",1842,Full-scale collapse test and numerical simulation of deepwater pipeline,,"Yu, JX and Bian, XH and Yu, Y and Wang, YG",154--159,2012,article,,Journal of Tianjin University,2,45
155,0,1561,,Integrating heterogeneous data warehouses using {XML} technologies,Frank S. C. Tseng and Chia{-}Wei Chen,2005,article,J. Information Science,3,31,209--229,,2855,One-class learning and concept summarization for data streams,,"Zhu, Xingquan and Ding, Wei and Philip, S Yu and Zhang, Chengqi",523--553,2011,article,Springer-Verlag,Knowledge and Information Systems,3,28
156,0,644,,Patterns Discovery Based on Time-Series Decomposition,Jeffrey Xu Yu and Michael K. Ng and Joshua Zhexue Huang,2001,inproceedings,,,,336--347,"Knowledge Discovery and Data Mining - {PAKDD} 2001, 5th Pacific-Asia Conference, Hong Kong, China, April 16-18, 2001, Proceedings",2259,Perceptual distortion contributes to the curvature of human reaching movements,,"Wolpert, Daniel M and Ghahramani, Zoubin and Jordan, Michael I",153--156,1994,article,Springer-Verlag,Experimental brain research,1,98
157,0,225,,Sliding-window top-k queries on uncertain streams,Cheqing Jin and Ke Yi and Lei Chen and Jeffrey Xu Yu and Xuemin Lin,2008,article,PVLDB,1,1,301--312,,1770,Sliding-window top-k queries on uncertain streams,,"Jin, Cheqing and Yi, Ke and Chen, Lei and Yu, Jeffrey Xu and Lin, Xuemin",411--435,2010,article,Springer-Verlag,The VLDB Journal,3,19
158,0,2101,,Computing Upper and Lower Bounds on Likelihoods in Intractable Networks,Tommi S. Jaakkola and Michael I. Jordan,2013,article,CoRR,,abs/1302.3586,,,2212,Computing upper and lower bounds on likelihoods in intractable networks,Proceedings of the Twelfth international conference on Uncertainty in artificial intelligence,"Jaakkola, Tommi S and Jordan, Michael I",340--348,1996,inproceedings,,,,
159,1,791,,Bayesian Haplotype Inference via the Dirichlet Process,Eric P. Xing and Michael I. Jordan and Roded Sharan,2007,article,Journal of Computational Biology,3,14,267--284,,2187,Bayesian haplotype inference via the Dirichlet process,,"Xing, Eric P and Jordan, Michael I and Sharan, Roded",267--284,2007,article,"Mary Ann Liebert, Inc. 2 Madison Avenue Larchmont, NY 10538 USA",Journal of Computational Biology,3,14
160,0,1444,,Towards a Dynamic Data Driven Application System for Wildfire Simulation,Jan Mandel and Lynn S. Bennethum and Mingshi Chen and Janice L. Coen and Craig C. Douglas and Leopoldo P. Franca and Craig J. Johns and Minjeong Kim and Andrew V. Knyazev and Robert Kremens and Vaibhav Kulkarni and Guan Qin and Anthony Vodacek and Jianjia Wu and Wei Zhao and Adam Zornes,2005,inproceedings,,,,632--639,"Computational Science - {ICCS} 2005, 5th International Conference, Atlanta, GA, USA, May 22-25, 2005, Proceedings, Part {II}",2607,Loadstar: A Load Shedding Scheme for Classifying Data Streams.,SDM,"Chi, Yun and Philip, S Yu and Wang, Haixun and Muntz, Richard R",346--357,2005,inproceedings,,,,
161,0,55,,Predicting the Start of Protein \emph{alpha}-Helices Using Machine Learning Algorithms,Rui Camacho and Rita Ferreira and Natacha Rosa and V{\^{a}}nia Guimar{\~{a}}es and Nuno A. Fonseca and V{\'{\i}}tor Santos Costa and Miguel de Sousa and Alexandre Magalh{\~{a}}es,2010,inproceedings,,,,33--41,"Advances in Bioinformatics - 4th International Workshop on Practical Applications of Computational Biology and Bioinformatics 2010 {(IWPACBB} 2010), Guimar{\~{a}}es, Portugal, 16-18 June 2010",2924,Systems and methods for predictive failure management,,"Chang, Shu-Ping and Gu, Xiaohui and Papadimitriou, Spyridon and Yu, Philip Shi-lung",,2010,misc,,,,
162,0,1878,,On Highly Secure and Available Data Storage Systems,Sung Jin Choi and Hee Yong Youn and Hyung Soo Lee,2004,inproceedings,,,,121--129,"Computational Science - {ICCS} 2004, 4th International Conference, Krak{\'{o}}w, Poland, June 6-9, 2004, Proceedings, Part {II}",1175,Neighbourhood components analysis,Advances in neural information processing systems,"Goldberger, Jacob and Hinton, Geoffrey E and Roweis, Sam T and Salakhutdinov, Ruslan",513--520,2004,inproceedings,,,,
163,0,101,,Supporting Keyword Queries on Structured Databases with Limited Search Interfaces,Nurcan Yuruk and Xiaowei Xu and Chen Li and Jeffrey Xu Yu,2008,inproceedings,,,,432--439,"Database Systems for Advanced Applications, 13th International Conference, {DASFAA} 2008, New Delhi, India, March 19-21, 2008. Proceedings",2397,Content based method for product-peer filtering,,"Aggarwal, Charu C and Philip, S Yu",,2002,misc,,,,
164,0,969,,A Sparse Learning Machine for High-Dimensional Data with Application to Microarray Gene Analysis,Qiang Cheng,2010,article,{IEEE/ACM} Trans. Comput. Biology Bioinform.,4,7,636--646,,860,Biometrics-based identifiers for digital identity management,Proceedings of the 9th Symposium on Identity and Trust on the Internet,"Bhargav-Spantzel, Abhilasha and Squicciarini, Anna and Bertino, Elisa and Kong, Xiangwei and Zhang, Weike",84--96,2010,inproceedings,,,,
165,0,2217,,Kernel-Based Data Fusion and Its Application to Protein Function Prediction in Yeast,Gert R. G. Lanckriet and Minghua Deng and Nello Cristianini and Michael I. Jordan and William Stafford Noble,2004,inproceedings,,,,300--311,"Biocomputing 2004, Proceedings of the Pacific Symposium, Hawaii, USA, 6-10 January 2004",2313,Matrix concentration inequalities via the method of exchangeable pairs,,"Mackey, Lester and Jordan, Michael I and Chen, Richard Y and Farrell, Brendan and Tropp, Joel A and others",906--945,2014,article,Institute of Mathematical Statistics,The Annals of Probability,3,42
166,0,93,,Online Learning for Interactive Statistical Machine Translation,Daniel Ortiz{-}Mart{\'{\i}}nez and Ismael Garc{\'{\i}}a{-}Varea and Francisco Casacuberta,2010,inproceedings,,,,546--554,"Human Language Technologies: Conference of the North American Chapter of the Association of Computational Linguistics, Proceedings, June 2-4, 2010, Los Angeles, California, {USA}",2202,Computational models of sensorimotor integration,,"Ghahramani, Zoubin and Wolptrt, Daniel M and Jordan, Michael I",117--147,1997,article,North-Holland,Advances in Psychology,,119
167,1,2186,,Thin Junction Trees,Francis R. Bach and Michael I. Jordan,2001,inproceedings,,,,569--576,"Advances in Neural Information Processing Systems 14 [Neural Information Processing Systems: Natural and Synthetic, {NIPS} 2001, December 3-8, 2001, Vancouver, British Columbia, Canada]",2206,Thin junction trees,Advances in Neural Information Processing Systems,"Bach, Francis R and Jordan, Michael I",569--576,2001,inproceedings,,,,
168,1,288,,Mining Frequent Items in Spatio-temporal Databases,Cheqing Jin and Fang Xiong and Joshua Zhexue Huang and Jeffrey Xu Yu and Aoying Zhou,2004,inproceedings,,,,549--558,"Advances in Web-Age Information Management: 5th International Conference, {WAIM} 2004, Dalian, China, July 15-17, 2004",1941,Mining frequent items in spatio-temporal databases,Advances in Web-Age Information Management,"Jin, Cheqing and Xiong, Fang and Huang, Joshua Zhexue and Yu, Jeffrey Xu and Zhou, Aoying",549--558,2004,incollection,Springer Berlin Heidelberg,,,
169,0,1993,,The Primary Language of ancient battles,Boris Stilman and Vladimir Yakhnis and Oleg Umanskiy,2011,article,Int. J. Machine Learning {\&} Cybernetics,3,2,157--176,,453,Indexing techniques for advanced database systems,,"Bertino, Elisa and Ooi, Beng Chin and Sacks-Davis, Ron and Tan, Kian-Lee and Zobel, Justin and Shidlovsky, Boris and Andronico, Daniele",,2012,book,Springer Science \& Business Media,,,8
170,0,2627,,Problems in the computerization of chemical information: capture of tabular and graphical data,J. H. Westbrook,1993,article,Journal of Chemical Information and Computer Sciences,1,33,6--17,,1434,Generative multiple-instance learning models for quantitative electromyography,,"Adel, Tameem and Smith, Benn and Urner, Ruth and Stashuk, Daniel and Lizotte, Daniel J",,2013,article,,arXiv preprint arXiv:1309.6811,,
171,0,2391,,"{ADAM:} a graphical, object-oriented database-design tool and code generator",Heidi J. C. Ellis and Steven A. Demurjian,1991,inproceedings,,,,496--505,"Proceedings of the 19th annual conference on Computer Science, {CSC} '91, San Antonio, Texas, USA, March 4-7, 1991",2979,The interaction of parallel and sequential workloads on a network of workstations,,"Arpaci, Remzi H and Dusseau, Andrea C and Vahdat, Amin M and Liu, Lok T and Anderson, Thomas E and Patterson, David A",267--278,1995,article,ACM,ACM SIGMETRICS Performance Evaluation Review,1,23
172,1,665,,Parameter Free Bursty Events Detection in Text Streams,Gabriel Pui Cheong Fung and Jeffrey Xu Yu and Philip S. Yu and Hongjun Lu,2005,inproceedings,,,,181--192,"Proceedings of the 31st International Conference on Very Large Data Bases, Trondheim, Norway, August 30 - September 2, 2005",1611,Parameter free bursty events detection in text streams,Proceedings of the 31st international conference on Very large data bases,"Fung, Gabriel Pui Cheong and Yu, Jeffrey Xu and Yu, Philip S and Lu, Hongjun",181--192,2005,inproceedings,,,,
173,0,2665,,Using Machine Learning to Support Resource Quality Assessment: An Adaptive Attribute-Based Approach for Health Information Portals,Jue Xie and Frada Burstein,2011,inproceedings,,,,526--537,"Database Systems for Adanced Applications - 16th International Conference, {DASFAA} 2011, International Workshops: GDB, SIM3, FlashDB, SNSMW, DaMEN, DQIS, Hong Kong, China, April 22-25, 2011. Proceedings",808,xfACL: An extensible functional language for access control,Proceedings of the 16th ACM symposium on Access control models and technologies,"Ni, Qun and Bertino, Elisa",61--72,2011,inproceedings,,,,
174,0,2428,,Coupling visualization and data analysis for knowledge discovery from multi-dimensional scientific data,Oliver R{\{u}}bel and Sean Ahern and E. Wes Bethel and Mark D. Biggin and Hank Childs and Estelle Cormier{-}Michel and Angela H. DePace and Michael B. Eisen and Charless C. Fowlkes and Cameron G. R. Geddes and Hans Hagen and Bernd Hamann and Min{-}Yu Huang and Soile V. E. Ker{\{a}}nen and David W. Knowles and Cris L. Luengo Hendriks and Jitendra Malik and Jeremy S. Meredith and Peter Messmer and Prabhat,2010,inproceedings,,1,,1757--1764,"Proceedings of the International Conference on Computational Science, {ICCS} 2010, University of Amsterdam, The Netherlands, May 31 - June 2, 2010",1183,Deterministic Boltzmann learning performs steepest descent in weight-space,,"Hinton, Geoffrey E",143--150,1989,article,,Neural computation,1,1
175,1,237,,Hierarchical Indexing Approach to Support XPath Queries,Nan Tang and Jeffrey Xu Yu and M. Tamer {\{O}}zsu and Kam{-}Fai Wong,2008,inproceedings,,,,1510--1512,"Proceedings of the 24th International Conference on Data Engineering, {ICDE} 2008, April 7-12, 2008, Canc{\'{u}}n, M{\'{e}}xico",1973,Hierarchical indexing approach to support XPath queries,"Data Engineering, 2008. ICDE 2008. IEEE 24th International Conference on","Tang, Nan and Yu, Jeffrey Xu and {\O}zsu, M Tamer and Wong, Kam-Fai",1510--1512,2008,inproceedings,,,,
176,0,282,,Adaptive relaxation for querying heterogeneous {XML} data sources,Chengfei Liu and Jianxin Li and Jeffrey Xu Yu and Rui Zhou,2010,article,Inf. Syst.,6,35,688--707,,1770,Sliding-window top-k queries on uncertain streams,,"Jin, Cheqing and Yi, Ke and Chen, Lei and Yu, Jeffrey Xu and Lin, Xuemin",411--435,2010,article,Springer-Verlag,The VLDB Journal,3,19
177,0,2241,,Online System Problem Detection by Mining Patterns of Console Logs,Wei Xu and Ling Huang and Armando Fox and David A. Patterson and Michael I. Jordan,2009,inproceedings,,,,588--597,"{ICDM} 2009, The Ninth {IEEE} International Conference on Data Mining, Miami, Florida, USA, 6-9 December 2009",527,D-algebra for composing access control policy decisions,"Proceedings of the 4th International Symposium on Information, Computer, and Communications Security","Ni, Qun and Bertino, Elisa and Lobo, Jorge",298--309,2009,inproceedings,,,,
178,0,207,,{ELCA} evaluation for keyword search on probabilistic {XML} data,Rui Zhou and Chengfei Liu and Jianxin Li and Jeffrey Xu Yu,2013,article,World Wide Web,2,16,171--193,,2806,Dynamic transaction routing in distributed database systems,,"Yu, Philip S and Balsamo, Simonetta and Lee, Yann-Hang",1307--1318,1988,article,IEEE,"Software Engineering, IEEE Transactions on",9,14
179,0,727,,Classifying Text Streams in the Presence of Concept Drifts,Gabriel Pui Cheong Fung and Jeffrey Xu Yu and Hongjun Lu,2004,inproceedings,,,,373--383,"Advances in Knowledge Discovery and Data Mining, 8th Pacific-Asia Conference, {PAKDD} 2004, Sydney, Australia, May 26-28, 2004, Proceedings",1091,Supporting Multi-Dimensional Trustworthiness for Grid Workflows.,DELOS Workshop: Digital Library Architectures,"Bertino, Elisa and Crispo, Bruno and Mazzoleni, Pietro",195--204,2004,inproceedings,,,,
180,0,663,,Mining most frequently changing component in evolving graphs,Yajun Yang and Jeffrey Xu Yu and Hong Gao and Jian Pei and Jianzhong Li,2014,article,World Wide Web,3,17,351--376,,2054,Finite Element Analysis and Experimental of Milling Force for Aeronautical Thin-Walled Workpiece,Advanced Materials Research,"Yu, Jin and Shi, Yu Xiang and Yang, Gui Wu",685--689,2011,inproceedings,,,,328
181,0,2067,,Statistical modeling of biomedical corpora: mining the Caenorhabditis Genetic Center Bibliography for genes related to life span,David M. Blei and K. Franks and Michael I. Jordan and I. Saira Mian,2006,article,{BMC} Bioinformatics,,7,250,,2760,Meta path-based collective classification in heterogeneous information networks,Proceedings of the 21st ACM international conference on Information and knowledge management,"Kong, Xiangnan and Yu, Philip S and Ding, Ying and Wild, David J",1567--1571,2012,inproceedings,,,,
182,0,2277,,Graphical Models: Foundations of Neural Computation,Michael I. Jordan and Terrence J. Sejnowski,2002,article,Pattern Anal. Appl.,4,5,401--402,,2273,Graphical models: Foundations of neural computation,,"Jordan, Michael Irwin",,2001,book,MIT press,,,
