id,label,left_id,left_publisher,left_isbn,left_title,left_series,left_author,left_year,left_ENTRYTYPE,left_journal,left_number,left_volume,left_link,left_pages,left_booktitle,left_crossref,right_id,right_title,right_booktitle,right_author,right_pages,right_year,right_organization,right_ENTRYTYPE,right_publisher,right_journal,right_number,right_volume
50,0,99,0,0,Exploring research issues over large graphs,0,Jeffrey Xu Yu,2012,inproceedings,0,0,0,http://doi.ieeecomputersociety.org/10.1109/GrC.2012.6468709,18,"2012 {IEEE} International Conference on Granular Computing, GrC 2012, Hangzhou, China, August 11-13, 2012",DBLP:conf/grc/2012,2300,The big data bootstrap,0,"Kleiner, Ariel and Talwalkar, Ameet and Sarkar, Purnamrita and Jordan, Michael",0,2012,0,article,0,arXiv preprint arXiv:1206.6415,0,
51,0,674,0,0,A topic-biased user reputation model in rating systems,0,Baichuan Li and Rong{-}Hua Li and Irwin King and Michael R. Lyu and Jeffrey Xu Yu,2015,article,Knowl. Inf. Syst.,3,44,http://dx.doi.org/10.1007/s10115-014-0780-9,581--607,0,0,1959,A topic-biased user reputation model in rating systems,0,"Li, Baichuan and Li, Rong-Hua and King, Irwin and Lyu, Michael R and Yu, Jeffrey Xu",1--27,2014,0,article,Springer London,Knowledge and Information Systems,0,
52,1,107,0,0,Computing weight constraint reachability in large networks,0,Miao Qiao and Hong Cheng and Lu Qin and Jeffrey Xu Yu and Philip S. Yu and Lijun Chang,2013,article,{VLDB} J.,3,22,http://dx.doi.org/10.1007/s00778-012-0288-4,275--294,0,0,1946,Computing weight constraint reachability in large networks,0,"Qiao, Miao and Cheng, Hong and Qin, Lu and Yu, Jeffrey Xu and Yu, Philip S and Chang, Lijun",275--294,2013,0,article,"Springer-Verlag New York, Inc.",The VLDB Journal—The International Journal on Very Large Data Bases,3,22
53,1,2044,0,0,Latent Dirichlet Allocation,0,David M. Blei and Andrew Y. Ng and Michael I. Jordan,2001,inproceedings,0,0,0,http://papers.nips.cc/paper/2070-latent-dirichlet-allocation,601--608,"Advances in Neural Information Processing Systems 14 [Neural Information Processing Systems: Natural and Synthetic, {NIPS} 2001, December 3-8, 2001, Vancouver, British Columbia, Canada]",DBLP:conf/nips/2001,2131,Latent dirichlet allocation,Advances in neural information processing systems,"Blei, David M and Ng, Andrew Y and Jordan, Michael I",601--608,2001,0,inproceedings,0,0,0,
54,1,242,0,0,Containment Join Size Estimation: Models and Methods,0,Wei Wang and Haifeng Jiang and Hongjun Lu and Jeffrey Xu Yu,2003,inproceedings,0,0,0,http://doi.acm.org/10.1145/872757.872777,145--156,"Proceedings of the 2003 {ACM} {SIGMOD} International Conference on Management of Data, San Diego, California, USA, June 9-12, 2003",DBLP:conf/sigmod/2003,1657,Containment join size estimation: Models and methods,Proceedings of the 2003 ACM SIGMOD international conference on Management of data,"Wang, Wei and Jiang, Haifeng and Lu, Hongjun and Yu, Jeffrey Xu",145--156,2003,ACM,inproceedings,0,0,0,
55,1,2054,0,0,A Statistical Approach to Decision Tree Modeling,0,Michael I. Jordan,1994,inproceedings,0,0,0,0,363--370,"Machine Learning, Proceedings of the Eleventh International Conference, Rutgers University, New Brunswick, NJ, USA, July 10-13, 1994",DBLP:conf/icml/1994,2299,A statistical approach to decision tree modeling,Proceedings of the seventh annual conference on Computational learning theory,"Jordan, Michael I",13--20,1994,ACM,inproceedings,0,0,0,
56,0,570,Springer,3-540-28127-4,"Advances in Spatial and Temporal Databases, 9th International Symposium, {SSTD} 2005, Angra dos Reis, Brazil, August 22-24, 2005, Proceedings",Lecture Notes in Computer Science,0,2005,proceedings,0,0,3633,0,0,0,0,967,Purpose based access control for privacy protection in database systems,Database Systems for Advanced Applications,"Bertino, Elisa",2--2,2005,0,incollection,Springer Berlin Heidelberg,0,0,
57,1,112,0,0,Probabilistic ranking over relations,0,Lijun Chang and Jeffrey Xu Yu and Lu Qin and Xuemin Lin,2010,inproceedings,0,0,0,http://doi.acm.org/10.1145/1739041.1739099,477--488,"{EDBT} 2010, 13th International Conference on Extending Database Technology, Lausanne, Switzerland, March 22-26, 2010, Proceedings",DBLP:conf/edbt/2010,1904,Probabilistic ranking over relations,Proceedings of the 13th International Conference on Extending Database Technology,"Chang, Lijun and Yu, Jeffrey Xu and Qin, Lu and Lin, Xuemin",477--488,2010,ACM,inproceedings,0,0,0,
58,0,129,0,0,Finding the Cost-Optimal Path with Time Constraint over Time-Dependent Graphs,0,Yajun Yang and Hong Gao and Jeffrey Xu Yu and Jianzhong Li,2014,article,PVLDB,9,7,http://www.vldb.org/pvldb/vol7/p673-yang.pdf,673--684,0,0,2457,Optimizing index allocation for sequential data broadcasting in wireless mobile computing,0,"Chen, Ming-Syan and Wu, Kun-Lung and Yu, Philip S",161--173,2003,0,article,IEEE,"Knowledge and Data Engineering, IEEE Transactions on",1,15
59,0,623,0,0,Leadership discovery when data correlatively evolve,0,Di Wu and Yiping Ke and Jeffrey Xu Yu and Philip S. Yu and Lei Chen,2011,article,World Wide Web,1,14,http://dx.doi.org/10.1007/s11280-010-0095-z,1--25,0,0,2463,A survey of uncertain data algorithms and applications,0,"Aggarwal, Charu C and Yu, Philip S",609--623,2009,0,article,IEEE,"Knowledge and Data Engineering, IEEE Transactions on",5,21
60,1,731,0,0,Fast graph query processing with a low-cost index,0,James Cheng and Yiping Ke and Ada Wai{-}Chee Fu and Jeffrey Xu Yu,2011,article,{VLDB} J.,4,20,http://dx.doi.org/10.1007/s00778-010-0212-8,521--539,0,0,1712,Fast graph query processing with a low-cost index,0,"Cheng, James and Ke, Yiping and Fu, Ada Wai-Chee and Yu, Jeffrey Xu",521--539,2011,0,article,Springer-Verlag,The VLDB Journal,4,20
61,0,2078,0,0,An Analysis of the Convergence of Graph Laplacians,0,Daniel Ting and Ling Huang and Michael I. Jordan,2010,inproceedings,0,0,0,http://www.icml2010.org/papers/554.pdf,1079--1086,"Proceedings of the 27th International Conference on Machine Learning (ICML-10), June 21-24, 2010, Haifa, Israel",DBLP:conf/icml/2010,2367,An analysis of the convergence of graph Laplacians,0,"Ting, Daniel and Huang, Ling and Jordan, Michael",0,2011,0,article,0,arXiv preprint arXiv:1101.5435,0,
62,0,1575,Springer,3-540-40536-4,"New Horizons in Information Management, 20th British National Conference on Databases, {BNCOD} 20, Coventry, UK, July 15-17, 2003, Proceedings",Lecture Notes in Computer Science,0,2003,proceedings,0,0,2712,0,0,0,0,2929,Transforming policies into mechanisms with infokernel,ACM SIGOPS Operating Systems Review,"Arpaci-Dusseau, Andrea C and Arpaci-Dusseau, Remzi H and Burnett, Nathan C and Denehy, Timothy E and Engle, Thomas J and Gunawi, Haryadi S and Nugent, James A and Popovici, Florentina I",90--105,2003,ACM,inproceedings,0,0,5,37
63,1,772,0,0,Scalable sequential pattern mining for biological sequences,0,Ke Wang and Yabo Xu and Jeffrey Xu Yu,2004,inproceedings,0,0,0,http://doi.acm.org/10.1145/1031171.1031209,178--187,"Proceedings of the 2004 {ACM} {CIKM} International Conference on Information and Knowledge Management, Washington, DC, USA, November 8-13, 2004",DBLP:conf/cikm/2004,1669,Scalable sequential pattern mining for biological sequences,Proceedings of the thirteenth ACM international conference on Information and knowledge management,"Wang, Ke and Xu, Yabo and Yu, Jeffrey Xu",178--187,2004,ACM,inproceedings,0,0,0,
64,1,2194,0,0,Scalable statistical bug isolation,0,Ben Liblit and Mayur Naik and Alice X. Zheng and Alexander Aiken and Michael I. Jordan,2005,inproceedings,0,0,0,http://doi.acm.org/10.1145/1065010.1065014,15--26,"Proceedings of the {ACM} {SIGPLAN} 2005 Conference on Programming Language Design and Implementation, Chicago, IL, USA, June 12-15, 2005",DBLP:conf/pldi/2005,2173,Scalable statistical bug isolation,ACM SIGPLAN Notices,"Liblit, Ben and Naik, Mayur and Zheng, Alice X and Aiken, Alex and Jordan, Michael I",15--26,2005,ACM,inproceedings,0,0,6,40
65,0,219,0,0,Relational Approach for Shortest Path Discovery over Large Graphs,0,Jun Gao and Ruoming Jin and Jiashuai Zhou and Jeffrey Xu Yu and Xiao Jiang and Tengjiao Wang,2012,article,CoRR,0,abs/1201.0232,http://arxiv.org/abs/1201.0232,0,0,0,1696,Relational approach for shortest path discovery over large graphs,0,"Gao, Jun and Jin, Ruoming and Zhou, Jiashuai and Yu, Jeffrey Xu and Jiang, Xiao and Wang, Tengjiao",358--369,2011,0,article,VLDB Endowment,Proceedings of the VLDB Endowment,4,5
66,0,1722,Springer,3-540-22937-X,"Data Warehousing and Knowledge Discovery, 6th International Conference, DaWaK 2004, Zaragoza, Spain, September 1-3, 2004, Proceedings",Lecture Notes in Computer Science,0,2004,proceedings,0,0,3181,0,0,0,0,507,An access control system for a web map management service,"Research Issues on Data Engineering: Web Services for e-Commerce and e-Government Applications, 2004. Proceedings. 14th International Workshop on","Bertino, Elisa and Damiani, Maria Luisa and Momini, Davide",33--39,2004,IEEE,inproceedings,0,0,0,
67,1,647,0,0,Minimal common container of tree patterns,0,Junhu Wang and Jeffrey Xu Yu and Chaoyi Pang and Chengfei Liu,2009,inproceedings,0,0,0,http://doi.acm.org/10.1145/1645953.1646132,1409--1412,"Proceedings of the 18th {ACM} Conference on Information and Knowledge Management, {CIKM} 2009, Hong Kong, China, November 2-6, 2009",DBLP:conf/cikm/2009,1969,Minimal common container of tree patterns,Proceedings of the 18th ACM conference on Information and knowledge management,"Wang, Junhu and Yu, Jeffrey Xu and Pang, Chaoyi and Liu, Chengfei",1409--1412,2009,ACM,inproceedings,0,0,0,
68,1,2064,0,0,Joint covariate selection and joint subspace selection for multiple classification problems,0,Guillaume Obozinski and Ben Taskar and Michael I. Jordan,2010,article,Statistics and Computing,2,20,http://dx.doi.org/10.1007/s11222-008-9111-x,231--252,0,0,2095,Joint covariate selection and joint subspace selection for multiple classification problems,0,"Obozinski, Guillaume and Taskar, Ben and Jordan, Michael I",231--252,2010,0,article,Springer US,Statistics and Computing,2,20
69,1,2188,0,0,Regression on manifolds using kernel dimension reduction,0,Jens Nilsson and Fei Sha and Michael I. Jordan,2007,inproceedings,0,0,0,http://doi.acm.org/10.1145/1273496.1273584,697--704,"Machine Learning, Proceedings of the Twenty-Fourth International Conference {(ICML} 2007), Corvallis, Oregon, USA, June 20-24, 2007",DBLP:conf/icml/2007,2335,Regression on manifolds using kernel dimension reduction,Proceedings of the 24th international conference on Machine learning,"Nilsson, Jens and Sha, Fei and Jordan, Michael I",697--704,2007,ACM,inproceedings,0,0,0,
70,0,749,0,0,Detecting Leaders from Correlated Time Series,0,Di Wu and Yiping Ke and Jeffrey Xu Yu and Philip S. Yu and Lei Chen,2010,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-642-12026-8_28,352--367,"Database Systems for Advanced Applications, 15th International Conference, {DASFAA} 2010, Tsukuba, Japan, April 1-4, 2010, Proceedings, Part {I}",DBLP:conf/dasfaa/2010-1,1783,Detecting leaders from correlated time series,Database Systems for Advanced Applications,"Wu, Di and Ke, Yiping and Yu, Jeffrey Xu and Philip, S Yu and Chen, Lei",352--367,2010,0,incollection,Springer Berlin Heidelberg,0,0,
71,1,2125,0,0,Protein Molecular Function Prediction by Bayesian Phylogenomics,0,Barbara E. Engelhardt and Michael I. Jordan and Kathryn E. Muratore and Steven E. Brenner,2005,article,PLoS Computational Biology,5,1,http://dx.doi.org/10.1371/journal.pcbi.0010045,0,0,0,2098,Protein molecular function prediction by Bayesian phylogenomics,0,"Engelhardt, Barbara E and Jordan, Michael I and Muratore, Kathryn E and Brenner, Steven E",e45,2005,0,article,0,PLoS Comput Biol,5,1
72,1,261,0,0,Catch the Wind: Graph workload balancing on cloud,0,Zechao Shang and Jeffrey Xu Yu,2013,inproceedings,0,0,0,http://dx.doi.org/10.1109/ICDE.2013.6544855,553--564,"29th {IEEE} International Conference on Data Engineering, {ICDE} 2013, Brisbane, Australia, April 8-12, 2013",DBLP:conf/icde/2013,1781,Catch the wind: Graph workload balancing on cloud,"Data Engineering (ICDE), 2013 IEEE 29th International Conference on","Shang, Zechao and Yu, Jeffrey Xu",553--564,2013,IEEE,inproceedings,0,0,0,
73,1,756,0,0,False Positive or False Negative: Mining Frequent Itemsets from High Speed Transactional Data Streams,0,Jeffrey Xu Yu and Zhihong Chong and Hongjun Lu and Aoying Zhou,2004,inproceedings,0,0,0,http://www.vldb.org/conf/2004/RS5P3.PDF,204--215,"(e)Proceedings of the Thirtieth International Conference on Very Large Data Bases, Toronto, Canada, August 31 - September 3 2004",DBLP:conf/vldb/2004,1622,False positive or false negative: mining frequent itemsets from high speed transactional data streams,Proceedings of the Thirtieth international conference on Very large data bases-Volume 30,"Yu, Jeffery Xu and Chong, Zhihong and Lu, Hongjun and Zhou, Aoying",204--215,2004,VLDB Endowment,inproceedings,0,0,0,
74,1,607,0,0,Finding maximal cliques in massive networks,0,James Cheng and Yiping Ke and Ada Wai{-}Chee Fu and Jeffrey Xu Yu and Linhong Zhu,2011,article,{ACM} Trans. Database Syst.,4,36,http://doi.acm.org/10.1145/2043652.2043654,21,0,0,1641,Finding maximal cliques in massive networks,0,"Cheng, James and Ke, Yiping and Fu, Ada Wai-Chee and Yu, Jeffrey Xu and Zhu, Linhong",21,2011,0,article,ACM,ACM Transactions on Database Systems (TODS),4,36
75,0,2318,0,0,Nonparametric Link Prediction in Dynamic Networks,0,Purnamrita Sarkar and Deepayan Chakrabarti and Michael I. Jordan,2012,inproceedings,0,0,0,http://icml.cc/discuss/2012/828.html,0,"Proceedings of the 29th International Conference on Machine Learning, {ICML} 2012, Edinburgh, Scotland, UK, June 26 - July 1, 2012",DBLP:conf/icml/2012,2304,Nonparametric link prediction in dynamic networks,0,"Sarkar, Purnamrita and Chakrabarti, Deepayan and Jordan, Michael",0,2012,0,article,0,arXiv preprint arXiv:1206.6394,0,
76,1,2183,0,0,Learning Graphical Models with Mercer Kernels,0,Francis R. Bach and Michael I. Jordan,2002,inproceedings,0,0,0,http://papers.nips.cc/paper/2293-learning-graphical-models-with-mercer-kernels,1009--1016,"Advances in Neural Information Processing Systems 15 [Neural Information Processing Systems, {NIPS} 2002, December 9-14, 2002, Vancouver, British Columbia, Canada]",DBLP:conf/nips/2002,2262,Learning graphical models with Mercer kernels,Advances in Neural Information Processing Systems,"Bach, Francis R and Jordan, Michael I",1009--1016,2002,0,inproceedings,0,0,0,
77,0,766,0,0,MOCgraph: Scalable Distributed Graph Processing Using Message Online Computing,0,Chang Zhou and Jun Gao and Binbin Sun and Jeffrey Xu Yu,2014,article,PVLDB,4,8,http://www.vldb.org/pvldb/vol8/p377-zhou.pdf,377--388,0,0,2751,Meta-patterns: revealing hidden periodic patterns,"Data Mining, 2001. ICDM 2001, Proceedings IEEE International Conference on","Wang, Wei and Yang, Jiong and Yu, Philip S",550--557,2001,IEEE,inproceedings,0,0,0,
78,1,747,0,0,A template model for multidimensional inter-transactional association rules,0,Ling Feng and Jeffrey Xu Yu and Hongjun Lu and Jiawei Han,2002,article,{VLDB} J.,2,11,http://dx.doi.org/10.1007/s00778-002-0069-6,153--175,0,0,1625,A template model for multidimensional inter-transactional association rules,0,"Feng, Ling and Yu, Jeffrey Xu and Lu, Hongjun and Han, Jiawei",153--175,2002,0,article,Springer-Verlag,The VLDB Journal,2,11
79,0,781,0,0,Top-K structural diversity search in large networks,0,Xin Huang and Hong Cheng and Rong{-}Hua Li and Lu Qin and Jeffrey Xu Yu,2015,article,{VLDB} J.,3,24,http://dx.doi.org/10.1007/s00778-015-0379-0,319--343,0,0,1965,Top-k structural diversity search in large networks,0,"Huang, Xin and Cheng, Hong and Li, Rong-Hua and Qin, Lu and Yu, Jeffrey Xu",1618--1629,2013,0,article,VLDB Endowment,Proceedings of the VLDB Endowment,13,6
80,0,1977,0,0,A robust self-learning {PID} control system design for nonlinear systems using a particle swarm optimization algorithm,0,Chih{-}Min Lin and Ming{-}Chia Li and Ang{-}Bung Ting and Ming{-}Hung Lin,2011,article,Int. J. Machine Learning {\&} Cybernetics,4,2,http://dx.doi.org/10.1007/s13042-011-0021-4,225--234,0,0,455,Mining roles with semantic meanings,Proceedings of the 13th ACM symposium on Access control models and technologies,"Molloy, Ian and Chen, Hong and Li, Tiancheng and Wang, Qihua and Li, Ninghui and Bertino, Elisa and Calo, Seraphin and Lobo, Jorge",21--30,2008,ACM,inproceedings,0,0,0,
81,0,2076,0,0,Streaming Variational Bayes,0,Tamara Broderick and Nicholas Boyd and Andre Wibisono and Ashia C. Wilson and Michael I. Jordan,2013,article,CoRR,0,abs/1307.6769,http://arxiv.org/abs/1307.6769,0,0,0,2342,Streaming variational bayes,Advances in Neural Information Processing Systems,"Broderick, Tamara and Boyd, Nicholas and Wibisono, Andre and Wilson, Ashia C and Jordan, Michael I",1727--1735,2013,0,inproceedings,0,0,0,
82,0,2669,0,0,Minimally-Sized Balanced Decomposition Schemes for Multi-class Classification,0,Evgueni N. Smirnov and Matthijs Moed and Georgi I. Nalbantov and Ida G. Sprinkhuizen{-}Kuyper,2011,incollection,0,0,0,http://dx.doi.org/10.1007/978-3-642-22910-7_3,39--58,Ensembles in Machine Learning Applications,DBLP:series/sci/2011-373,801,Privacy preserving olap over distributed xml data: A theoretically-sound secure-multiparty-computation approach,0,"Cuzzocrea, Alfredo and Bertino, Elisa",965--987,2011,0,article,Academic Press,Journal of Computer and System Sciences,6,77
83,1,707,0,0,Monitoring path nearest neighbor in road networks,0,Zaiben Chen and Heng Tao Shen and Xiaofang Zhou and Jeffrey Xu Yu,2009,inproceedings,0,0,0,http://doi.acm.org/10.1145/1559845.1559907,591--602,"Proceedings of the {ACM} {SIGMOD} International Conference on Management of Data, {SIGMOD} 2009, Providence, Rhode Island, USA, June 29 - July 2, 2009",DBLP:conf/sigmod/2009,1614,Monitoring path nearest neighbor in road networks,Proceedings of the 2009 ACM SIGMOD International Conference on Management of data,"Chen, Zaiben and Shen, Heng Tao and Zhou, Xiaofang and Yu, Jeffrey Xu",591--602,2009,ACM,inproceedings,0,0,0,
84,1,631,0,0,Diversifying Top-K Results,0,Lu Qin and Jeffrey Xu Yu and Lijun Chang,2012,article,CoRR,0,abs/1208.0076,http://arxiv.org/abs/1208.0076,0,0,0,1602,Diversifying top-k results,0,"Qin, Lu and Yu, Jeffrey Xu and Chang, Lijun",1124--1135,2012,0,article,VLDB Endowment,Proceedings of the VLDB Endowment,11,5
85,0,2077,0,0,MLbase: {A} Distributed Machine-learning System,0,Tim Kraska and Ameet Talwalkar and John C. Duchi and Rean Griffith and Michael J. Franklin and Michael I. Jordan,2013,inproceedings,0,0,0,http://www.cidrdb.org/cidr2013/Papers/CIDR13_Paper118.pdf,0,"{CIDR} 2013, Sixth Biennial Conference on Innovative Data Systems Research, Asilomar, CA, USA, January 6-9, 2013, Online Proceedings",DBLP:conf/cidr/2013,2350,Fast learning by bounding likelihoods in sigmoid type belief networks,0,"Jaakkola, Tommi S and Saul, Lawrence K and Jordan, Michael I",0,1996,0,article,0,0,0,
86,0,616,0,0,Finding Hidden Structures in Relational Databases,0,Jeffrey Xu Yu,2009,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-642-01307-2_2,2,"Advances in Knowledge Discovery and Data Mining, 13th Pacific-Asia Conference, {PAKDD} 2009, Bangkok, Thailand, April 27-30, 2009, Proceedings",DBLP:conf/pakdd/2009,2683,Scoring the data using association rules,0,"Liu, Bing and Ma, Yiming and Wong, Ching Kian and Philip, S Yu",119--135,2003,0,article,Kluwer Academic Publishers,Applied intelligence,2,18
87,0,1308,0,0,Heuristics in Medical Data Mining,0,Susan E. George,2005,incollection,0,0,0,http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=14432,1322--1326,Encyclopedia of Information Science and Technology {(5} Volumes),DBLP:books/idea/Ency05,1587,Foreign policy by metaphor,0,"Chilton, Paul and Lakoff, George",61,1995,0,article,37J60. London: Routledge,Language and peace,0,37
88,1,628,0,0,Improving Update-Intensive Workloads on Flash Disks through Exploiting Multi-Chip Parallelism,0,Bingsheng He and Jeffrey Xu Yu and Amelie Chi Zhou,2015,article,{IEEE} Trans. Parallel Distrib. Syst.,1,26,http://dx.doi.org/10.1109/TPDS.2014.2308199,152--162,0,0,1914,Improving update-intensive workloads on flash disks through exploiting multi-chip parallelism,0,"He, Bingsheng and Yu, Jeffrey Xu and Zhou, Amelie Chi",152--162,2015,0,article,IEEE,"Parallel and Distributed Systems, IEEE Transactions on",1,26
89,0,397,0,0,Services for data integration,0,Catharina Riedemann and Christian Timm,2003,article,Data Science Journal,0,2,http://dx.doi.org/10.2481/dsj.2.90,90--99,0,0,2323,1 Kernel-based Integration of Genomic Data using Semidefinite Programming,0,"Lanckriet, Gert RG and Cristianini, Nello and Jordan, Michael I and Noble, William Stafford",231,2004,0,article,MIT Press,Kernel Methods in Computational Biology,0,
90,0,2468,0,0,A methodology to identify consensus classes from clustering algorithms applied to immunohistochemical data from breast cancer patients,0,Daniele Soria and Jonathan M. Garibaldi and Federico Ambrogi and Andrew R. Green and Des Powe and Emad Rakha and R. Douglas Macmillan and Roger W. Blamey and Graham R. Ball and Paulo J. G. Lisboa and Terence A. Etchells and Patrizia Boracchi and Elia Biganzoli and Ian O. Ellis,2010,article,Comp. in Bio. and Med.,3,40,http://dx.doi.org/10.1016/j.compbiomed.2010.01.003,318--330,0,0,2487,Challenges and experience in prototyping a multi-modal stream analytic and monitoring application on System S,Proceedings of the 33rd international conference on Very large data bases,"Wu, Kun-Lung and Hildrum, Kirsten W and Fan, Wei and Yu, Philip S and Aggarwal, Charu C and George, David A and Gedik, Buǧra and Bouillet, Eric and Gu, Xiaohui and Luo, Gang and others",1185--1196,2007,VLDB Endowment,inproceedings,0,0,0,
91,1,283,0,0,Efficiently computing k-edge connected components via graph decomposition,0,Lijun Chang and Jeffrey Xu Yu and Lu Qin and Xuemin Lin and Chengfei Liu and Weifa Liang,2013,inproceedings,0,0,0,http://doi.acm.org/10.1145/2463676.2465323,205--216,"Proceedings of the {ACM} {SIGMOD} International Conference on Management of Data, {SIGMOD} 2013, New York, NY, USA, June 22-27, 2013",DBLP:conf/sigmod/2013,1839,Efficiently computing k-edge connected components via graph decomposition,Proceedings of the 2013 ACM SIGMOD International Conference on Management of Data,"Chang, Lijun and Yu, Jeffrey Xu and Qin, Lu and Lin, Xuemin and Liu, Chengfei and Liang, Weifa",205--216,2013,ACM,inproceedings,0,0,0,
92,0,1783,0,0,Text Databases and Information Retrieval,0,Ellen Riloff and Lee A. Hollaar,1997,incollection,0,0,0,0,1125--1141,The Computer Science and Engineering Handbook,DBLP:books/crc/tucker1997,775,A policy-based accountability tool for grid computing systems,"Asia-Pacific Services Computing Conference, 2008. APSCC'08. IEEE","Squicciarini, Anna Cinzia and Lee, Wonjun and Bertino, Elisa and Song, Carol X",95--100,2008,IEEE,inproceedings,0,0,0,
93,0,2330,0,0,"The Missing Piece in Complex Analytics: Low Latency, Scalable Model Management and Serving with Velox",0,Daniel Crankshaw and Peter Bailis and Joseph E. Gonzalez and Haoyuan Li and Zhao Zhang and Michael J. Franklin and Ali Ghodsi and Michael I. Jordan,2014,article,CoRR,0,abs/1409.3809,http://arxiv.org/abs/1409.3809,0,0,0,2135,Mixed memory markov models: Decomposing complex stochastic processes as mixtures of simpler ones,0,"Saul, Lawrence K and Jordan, Michael I",75--87,1999,0,article,Kluwer Academic Publishers,Machine learning,1,37
94,0,1867,0,0,Integration of spatial data in vector and raster formats in a geographic information system environment,0,Joseph M. Piwowar and Ellsworth F. LeDrew and Douglas J. Dudycha,1990,article,International Journal of Geographical Information Science,4,4,http://dx.doi.org/10.1080/02693799008941557,429--444,0,0,70,Muppet: MapReduce-style processing of fast data,0,"Lam, Wang and Liu, Lu and Prasad, STS and Rajaraman, Anand and Vacheri, Zoheb and Doan, AnHai",1814--1825,2012,0,article,VLDB Endowment,Proceedings of the VLDB Endowment,12,5
95,0,1902,0,0,Adaptive partitioning schemes for bipartite ranking - How to grow and prune a ranking tree,0,St{\'{e}}phan Cl{\'{e}}men{\c{c}}on and Marine Depecker and Nicolas Vayatis,2011,article,Machine Learning,1,83,http://dx.doi.org/10.1007/s10994-010-5190-y,31--69,0,0,2054,Finite Element Analysis and Experimental of Milling Force for Aeronautical Thin-Walled Workpiece,Advanced Materials Research,"Yu, Jin and Shi, Yu Xiang and Yang, Gui Wu",685--689,2011,0,inproceedings,0,0,0,328
96,0,2398,0,0,Ensemble-Based Data Assimilation for Atmospheric Chemical Transport Models,0,Adrian Sandu and Emil M. Constantinescu and Wenyuan Liao and Gregory R. Carmichael and Tianfeng Chai and John H. Seinfeld and Dacian N. Daescu,2005,inproceedings,0,0,0,http://dx.doi.org/10.1007/11428848_84,648--655,"Computational Science - {ICCS} 2005, 5th International Conference, Atlanta, GA, USA, May 22-25, 2005, Proceedings, Part {II}",DBLP:conf/iccS/2005-2,257,A conditional model of deduplication for multi-type relational data,0,"Culotta, Aron and McCallum, Andrew",0,2005,0,techreport,0,0,0,
97,0,852,0,0,"Data Fitting in the Chemical Sciences, by the Method of Least Squares : by {PETER} {GANS.} Wiley, New York {(1992).} {ISBN} 0-471-93412-7; 258 Pp. Including Index and Contents",0,J{\'{a}}n Mikul{\'{a}}s Lis{\'{y}},1993,article,Computers {\&} Chemistry,1,17,http://dx.doi.org/10.1016/0097-8485(93)80037-E,109,0,0,1462,"Acharya, A., see Chakrabarti, PP. Adam, A. and J.-P Laurent, LAURA, a system to debug stu-dent programs Adcock, J., see Char\&k, E. Addanki, S., R. Cremonini and JS Penberthy, Graphs of mod",0,"Adelson-Velskiy, GM and Arlazarov, VL and Donskoy, MV and Elman, Terence Sejnowski and Hinton, Geoffrey",229--299,1997,0,article,0,Artificial Intelligence,0,96
98,0,256,0,0,Finding the influence set through skylines,0,Xiaobing Wu and Yufei Tao and Raymond Chi{-}Wing Wong and Ling Ding and Jeffrey Xu Yu,2009,inproceedings,0,0,0,http://doi.acm.org/10.1145/1516360.1516478,1030--1041,"{EDBT} 2009, 12th International Conference on Extending Database Technology, Saint Petersburg, Russia, March 24-26, 2009, Proceedings",DBLP:conf/edbt/2009,1631,On-line exact shortest distance query processing,Proceedings of the 12th International Conference on Extending Database Technology: Advances in Database Technology,"Cheng, Jiefeng and Yu, Jeffrey Xu",481--492,2009,ACM,inproceedings,0,0,0,
99,0,628,0,0,Improving Update-Intensive Workloads on Flash Disks through Exploiting Multi-Chip Parallelism,0,Bingsheng He and Jeffrey Xu Yu and Amelie Chi Zhou,2015,article,{IEEE} Trans. Parallel Distrib. Syst.,1,26,http://dx.doi.org/10.1109/TPDS.2014.2308199,152--162,0,0,2070,Optimal enumeration: Efficient top-k tree matching,0,"Chang, Lijun and Lin, Xuemin and Zhang, Wenjie and Yu, Jeffrey Xu and Zhang, Ying and Qin, Lu",533--544,2015,0,article,VLDB Endowment,Proceedings of the VLDB Endowment,5,8
100,0,1895,0,0,"Fast, parallel, relaxation screening for chemical patent data-base search",0,Les Kitchen and E. V. Krishnamurthy,1982,article,Journal of Chemical Information and Computer Sciences,1,22,http://dx.doi.org/10.1021/ci00033a009,44--48,0,0,1307,Distinguishing text from graphics in on-line handwritten ink,null,"Bishop, Christopher M and Svensen, Markus and Hinton, Geoffrey E",142--147,2004,IEEE,inproceedings,0,0,0,
101,1,693,0,0,High-Throughput Transaction Executions on Graphics Processors,0,Bingsheng He and Jeffrey Xu Yu,2011,article,CoRR,0,abs/1103.3105,http://arxiv.org/abs/1103.3105,0,0,0,1600,High-throughput transaction executions on graphics processors,0,"He, Bingsheng and Yu, Jeffrey Xu",314--325,2011,0,article,VLDB Endowment,Proceedings of the VLDB Endowment,5,4
