id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
523,0,query optimization at the crossroads ( panel ),surajit chaudhuri,SIGMOD,1997,query optimization in the presence of limited access patterns,"daniela florescu , alon levy , ioana manolescu , dan suciu",SIGMOD,1999
524,0,binding propagation in disjunctive databases,sergio greco,VLDB,1998,bypassing joins in disjunctive queries,"michael steinbrunn , klaus peithner , guido moerkotte , alfons kemper",VLDB,1995
525,0,the network is the database : data management for highly distributed systems,"michael j. wynblatt , julio c. navas",SIGMOD,2001,constructing the next 100 database management systems : like the handyman or like the engineer ?,"andreas geppert , klaus r. dittrich",SIGMOD Rec.,1994
526,0,an adaptive query execution system for data integration,"daniel s. weld , alon y. levy , marc friedman , zachary g. ives , daniela florescu",SIGMOD,1999,an adaptive data replication algorithm,"ouri wolfson , sushil jajodia , yixiu huang",ACM TODS,1997
527,1,an architecture to support scalable online personalization on the web,"kaushik dutta , debra e. vandermeer , krithi ramamritham , anindya datta , shamkant b. navathe",VLDBJ,2001,an architecture to support scalable online personalization on the web,"anindya datta , kaushik dutta , debra vandermeer , krithi ramamritham , shamkant b. navathe",VLDBJ,2001
528,0,query optimization in compressed database systems,"zhiyuan chen , flip korn , johannes gehrke",SIGMOD,2001,query caching and optimization in distributed mediator systems,"s. adali , k. s. candan , y. papakonstantinou , v. s. subrahmanian",SIGMOD,1996
529,0,multiway spatial joins,"dimitris papadias , nikos mamoulis",ACM TODS,2001,multi-step processing of spatial joins,"thomas brinkhoff , hans-peter kriegel , ralf schneider , bernhard seeger",SIGMOD,1994
530,0,a general techniques for querying xml documents using a relational database system,"stratis viglas , eugene j. shekita , rajasekar krishnamurthy , jayavel shanmugasundaram , jeffrey f. naughton , jerry kiernan , igor tatarinov",SIGMOD Rec.,2001,implementation of magic-sets in a relational database system,"inderpal singh mumick , hamid pirahesh",SIGMOD,1994
531,0,processing sliding window multi-joins in continuous queries over data streams,"lukasz golab , m. tamer özsu",VLDB,2003,approximate join processing over data streams,"abhinandan das , johannes gehrke , mirek riedewald",SIGMOD,2003
532,0,optimal clip ordering for multi-clip queries,"raymond t. ng , paul shum",VLDBJ,1998,sql query optimization : reordering for a general class of queries,"piyush goel , bala iyer",SIGMOD,1996
533,0,lore : a database management system for semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",SIGMOD Rec.,1997,paradise : a database system for gis applications,corporate the paradise team,SIGMOD,1995
534,0,space optimization in deductive databases,"s. sudarshan , divesh srivastava , raghu ramakrishnan , jeffrey f. naughton",ACM TODS,1995,a logical foundation for deductive object-oriented databases,"mengchi liu , gillian dobbie , tok wang ling",ACM TODS,2002
535,0,combining multi-visual features for efficient indexing in a large image database,"quan z. sheng , anne h. h. ngu , ron lei , du q. huynh",VLDBJ,2001,cure : an efficient clustering algorithm for large databases,"sudipto guha , rajeev rastogi , kyuseok shim",SIGMOD,1998
536,0,extraction of object-oriented structures from existing relational databases,"julia e. hodges , shekar ramanathan",SIGMOD Rec.,1997,efficiently instantiating view-objects from remote relational databases,"byung suk lee , gio wiederhold",VLDBJ,1994
537,0,rp * : a family of order preserving scalable distributed data structures,"witold litwin , marie-anne neimat , donovan a. schneider",VLDB,1994,lh * rs : a high-availability scalable distributed data structure using reed solomon codes,"witold litwin , thomas schwarz",SIGMOD,2000
538,0,timber : a native system for querying xml,"laks v. s. lakshmanan , stelios paparizos , nuwee wiwatwattana , cong yu , jignesh m. patel , h. v. jagadish , andrew nierman , divesh srivastava , adriane chapman , yuqing wu , shurug al-khalifa",SIGMOD,2003,xcache : a semantic caching system for xml queries,"li chen , elke a. rundensteiner , song wang",SIGMOD,2002
539,1,a template model for multidimensional inter-transactional association rules,"jeffrey xu yu , hongjun lu , ling feng , jiawei han",VLDBJ,2002,a template model for multidimensional inter-transactional association rules,"ling feng , jeffrey xu yu , hongjun lu , jiawei han",VLDBJ,2002
540,0,dataguides : enabling query formulation and optimization in semistructured databases,"roy goldman , jennifer widom",VLDB,1997,a query language and optimization techniques for unstructured data,"peter buneman , susan davidson , gerd hillebrand , dan suciu",SIGMOD,1996
541,0,progressive evaluation of nested aggregate queries,"cheng hian goh , beng chin ooi , kian-lee tan",VLDBJ,2000,processing complex aggregate queries over data streams,"alin dobra , minos garofalakis , johannes gehrke , rajeev rastogi",SIGMOD,2002
542,1,schema mapping as query discovery,"renée j. miller , mauricio a. hernández , laura m. haas",VLDB,2000,schema mapping as query discovery,"ren &#233; e j. miller , laura m. haas , mauricio a. hern &#225; ndez",VLDB,2000
543,0,semantic integration of semistructured and structured data sources,"sonia bergamaschi , maurizio vincini , silvana castano",SIGMOD Rec.,1999,wrapper generation for semi-structured internet sources,"naveen ashish , craig a. knoblock",SIGMOD Rec.,1997
544,0,"pattern matching and pattern discovery in scientific , program , and document databases","kaizhong zhang , dennis shasha , jason tsong-li wang",SIGMOD,1995,structural matching and discovery in document databases,"jason tsong-li wang , dennis shasha , george j. s. chang , liam relihan , kaizhong zhang , girish patel",SIGMOD,1997
545,1,query processing techniques for arrays,"arunprasad p. marathe , kenneth salem",VLDBJ,2002,query processing techniques for arrays,"arunprasad p. marathe , kenneth salem",VLDBJ,2002
546,0,report on second international workshop on advanced issues of e-commerce and web-based information systems,"philip s. yu , kun-lung wu",SIGMOD Rec.,2000,report on the 5th international workshop on the design and management of data warehouses ( dmdw ' 03 ),"hans j. lenz , panos vassiliadis , manfred jeusfeld , martin staudt",SIGMOD Rec.,2003
547,1,a logical view of structured files,"tova milo , serge abiteboul , sophie cluet",VLDBJ,1998,a logical view of structured files,"serge abiteboul , sophie cluet , tova milo",VLDBJ,1998
548,1,monitoring business processes through event correlation based on dependency model,"tali yatzkar-haham , asaf adi , david botzer , opher etzion",SIGMOD,2001,monitoring business processes through event correlation based on dependency model,"asaf adii , david botzer , opher etzion , tali yatzkar-haham",SIGMOD,2001
549,0,aries/csa : a method for database recovery in client-server architectures,"c. mohan , inderpal narang",SIGMOD,1994,a predicate-based caching scheme for client-server database architectures,"arthur m. keller , julie basu",VLDBJ,1996
550,1,data modelling in the large,martin bertram,SIGMOD Rec.,1994,data modelling in the large,martin bertram,SIGMOD Rec.,1994
551,1,efficient resumption of interrupted warehouse loads,"hector garcia-molina , vlad gorelik , wilburt labio , janet l. wiener",SIGMOD,2000,efficient resumption of interrupted warehouse loads,"wilburt juan labio , janet l. wiener , hector garcia-molina , vlad gorelik",SIGMOD,2000
552,0,update propagation strategies for improving the quality of data on the web,"nick roussopoulos , alexandros labrinidis",VLDB,2001,update propagation protocols for replicated databates,"yuri breitbart , raghavan komondoor , rajeev rastogi , s. seshadri , avi silberschatz",SIGMOD,1999
553,0,managing web data,dan suciu,SIGMOD,1999,wrapping web data into xml,"wei han , david buttler , calton pu",SIGMOD Rec.,2001
554,1,distributed file organization with scalable cost/performance,"yuri breitbart , gerhard weikum , radek vingralek",SIGMOD,1994,distributed file organization with scalable cost/performance,"radek vingralek , yuri breitbart , gerhard weikum",SIGMOD,1994
555,0,accessing a relational database through an object-oriented database interface,"jack a. orenstein , d. n. kamber",VLDB,1995,enhanced abstract data types in object-relational databases,praveen seshadri,VLDBJ,1998
556,0,database management systems and the internet,susan malaika,VLDB,1996,document management as a database problem,rudolf bayer,VLDB,1995
557,0,the impact of technology on commercial transaction processing,edward e. cobb,VLDBJ,1997,relaxed transaction processing,"munindar p. singh , christine tomlinson , darrell woelk",SIGMOD,1994
558,0,secure transaction processing in firm real-time database systems,"binto george , jayant r. haritsa",SIGMOD,1997,promises and realities of active database systems,"eric simon , angelika kotz dittrich",VLDB,1995
559,0,the algres testbed of chimera : an active object-oriented database system,"giuseppe psaila , stefano ceri , stefano paraboschi , piero fraternali",SIGMOD,1995,exact : an extensible approach to active object-oriented databases,"oscar d &#237; az , arturo jaime",VLDBJ,1997
560,0,database systems management and oracle8,c. gregory doherty,SIGMOD,1998,acm multimedia '94 conference workshop on multimedia database management systems,"bruce berra , kingsley nwosu , bhavani thuraisingham",SIGMOD Rec.,1995
561,0,re-tree : an efficient index structure for regular expressions,"rajeev rastogi , minos n. garofalakis , chee yong chan",VLDB,2002,efficient index structures for string databases,"tamer kahveci , ambuj k. singh",VLDB,2001
562,1,an efficient bitmap encoding scheme for selection queries,"chee yong chan , yannis e. ioannidis",SIGMOD,1999,an efficient bitmap encoding scheme for selection queries,"chee-yong chan , yannis e. ioannidis",SIGMOD,1999
563,0,querying xml views of relational data,"jerry kiernan , jayavel shanmugasundaram , catalina fan , eugene j. shekita , john funderburk",VLDB,2001,groupwise processing of relational queries,"damianos chatziantoniou , kenneth a. ross",VLDB,1997
564,0,foreword : management of semistructured data,dan suciu,SIGMOD Rec.,1997,inferring structure in semistructured data,"svetlozer nestorov , serge abiteboul , rajeev motwani",SIGMOD Rec.,1997
565,1,containment of conjunctive queries : beyond relations as sets,"raghu ramakrishnan , yannis e. ioannidis",ACM TODS,1995,containment of conjunctive queries : beyond relations as sets,"yannis e. ioannidis , raghu ramakrishnan",ACM TODS,1995
566,0,panel : querying networked databases,"divesh srivastava , nick koudas",SIGMOD,2003,mindreader : querying databases through multiple examples,"yoshiharu ishikawa , ravishankar subramanya , christos faloutsos",VLDB,1998
567,0,dataguides : enabling query formulation and optimization in semistructured databases,"roy goldman , jennifer widom",VLDB,1997,query optimization in compressed database systems,"zhiyuan chen , johannes gehrke , flip korn",SIGMOD,2001
568,0,processing set expressions over continuous update streams,"sumit ganguly , minos n. garofalakis , rajeev rastogi",SIGMOD,2003,on computing correlated aggregates over continual data streams,"johannes gehrke , flip korn , divesh srivastava",SIGMOD,2001
569,0,the ecobase project : database and web technologies for environmental information systems,"asterio k. tanaka , patrick valduriez",SIGMOD Rec.,2001,environmental information systems,oliver g &#252; nther,SIGMOD Rec.,1997
570,0,foreword : management of semistructured data,dan suciu,SIGMOD Rec.,1997,incremental maintenance for materialized views over semistructured data,"serge abiteboul , jason mchugh , michael rys , vasilis vassalos , janet l. wiener",VLDB,1998
571,1,gloss : text-source discovery over the internet,"hector garcia-molina , luis gravano , anthony tomasic",ACM TODS,1999,gloss : text-source discovery over the internet,"luis gravano , h &#233; ctor garc &#237; a-molina , anthony tomasic",ACM TODS,1999
572,0,supporting efficient multimedia database exploration,"k. selçuk candan , yoshinori hara , kyoji hirata , wen-syan li",VLDBJ,2001,view management in multimedia databases,"k. sel &#231; uk candan , eric lemar , v. s. subrahmanian",VLDBJ,2000
573,1,effective memory use in a media server,"edward y. chang , hector garcia-molina",VLDB,1997,effective memory use in a media server,"edward y. chang , hector garcia-molina",VLDB,1997
574,0,infomaster : an information integration system,"arthur m. keller , michael r. genesereth , oliver m. duschka",SIGMOD,1997,information systems research at george mason university,"sushil jajodia , daniel barbar &#225; , alex brodsky , larry kerschberg , ami motro , edgar sibley , x. sean wang",SIGMOD Rec.,1997
575,1,hierarchies and relative operators in the olap environment,"maurizio rafanelli , elaheh pourabbas",SIGMOD Rec.,2000,hierarchies and relative operators in the olap environment,"elaheh pourabbas , maurizio rafanelli",SIGMOD Rec.,2000
576,1,focused crawling using context graphs,"frans coetzee , steve lawrence , michelangelo diligenti , marco gori , c. lee giles",VLDB,2000,focused crawling using context graphs,"michelangelo diligenti , frans coetzee , steve lawrence , c. lee giles , marco gori",VLDB,2000
577,0,the piazza peer data management project,"gerome miklau , jayant madhavan , igor tatarinov , zachary g. ives , xin dong , yana kadiyska , alon y. halevy , nilesh n. dalvi , dan suciu , peter mork",SIGMOD Rec.,2003,the medusa project : autonomous data management in a shared-nothing parallel database machine,"g. m. bryan , w. e. moore , b. j. curry , k. w. lodge , j. geyer",SIGMOD,1994
578,0,supporting top-k join queries in relational databases,"walid g. aref , ahmed k. elmagarmid , ihab f. ilyas",VLDB,2003,managing intervals efficiently in object-relational databases,"hans-peter kriegel , marco p &#246; tke , thomas seidl",VLDB,2000
579,1,the design of a retrieval technique for high-dimensional data on tertiary storage,"ratko orlandic , craig swietlik , jack lukaszuk",SIGMOD Rec.,2002,the design of a retrieval technique for high-dimensional data on tertiary storage,"ratko orlandic , jack lukaszuk , craig swietlik",SIGMOD Rec.,2002
580,0,a general techniques for querying xml documents using a relational database system,"stratis viglas , eugene j. shekita , rajasekar krishnamurthy , jayavel shanmugasundaram , jeffrey f. naughton , jerry kiernan , igor tatarinov",SIGMOD Rec.,2001,semantics for update rule programs and implementation in a relational database management system,"louiqa raschid , jorge lobo",ACM TODS,1996
581,0,the tv-tree : an index structure for high-dimensional data,"king-ip lin , h. v. jagadish , christos faloutsos",VLDBJ,1994,independence is good : dependency-based histogram synopses for high-dimensional data,"amol deshpande , minos garofalakis , rajeev rastogi",SIGMOD,2001
582,0,distributed query evaluation on semistructured data,dan suciu,ACM TODS,2002,vqbd : exploring semistructured data,"sudarshan s. chawathe , thomas baby , jihwang yoo",SIGMOD,2001
583,0,processing complex aggregate queries over data streams,"alin dobra , johannes gehrke , rajeev rastogi , minos n. garofalakis",SIGMOD,2002,progressive evaluation of nested aggregate queries,"kian-lee tan , cheng hian goh , beng chin ooi",VLDBJ,2000
584,0,information sharing across private databases,"ramakrishnan srikant , rakesh agrawal , alexandre v. evfimievski",SIGMOD,2003,information rules,dale a. stirling,SIGMOD Rec.,2003
585,0,building knowledge base management systems,"thodoros topaloglou , adel shrufi , vinay k. chaudhri , dimitris plexousakis , john mylopoulos",VLDBJ,1996,the mariposa distributed database management system,jeff sidell,SIGMOD Rec.,1996
586,0,accessibility of the database literature,richard t. snodgrass,SIGMOD Rec.,2001,interviso : dealing with the complexity of federated database access,"marjorie templeton , herbert henley , edward maros , darrel j. van buer",VLDBJ,1995
587,0,approximate query mapping : accounting for translation closeness,"hector garcia-molina , kevin chen-chuan chang",VLDBJ,2001,approximate query processing using wavelets,"kaushik chakrabarti , minos n. garofalakis , rajeev rastogi , kyuseok shim",VLDB,2000
588,0,introduction ( special issue on multimedia databases ),"m. tamer özsu , stavros christodoulakis",VLDBJ,1998,introduction to constraint databases,bart kuijpers,SIGMOD Rec.,2002
589,0,reminiscences an influential papers,"jeffrey f. naughton , minos n. garofalakis , kenneth a. ross",SIGMOD Rec.,2003,reminiscences on influential papers,richard snodgrass,SIGMOD Rec.,1998
590,0,guest editorial,alon y. halevy,VLDBJ,2002,guest editor 's introduction,karl aberer,SIGMOD Rec.,2003
591,0,query processing over object views of relational data,"gustav fahl , tore risch",VLDBJ,1997,cache conscious algorithms for relational query processing,"ambuj shatdal , chander kant , jeffrey f. naughton",VLDB,1994
592,0,querying heterogeneous information sources using source descriptions,"anand rajaraman , alon y. levy , joann j. ordille",VLDB,1996,querying multiple bioinformatics information sources : can semantic web research help ?,"david buttler , matthew coleman , terence critchlow , renato fileto , wei han , calton pu , daniel rocco , li xiong",SIGMOD Rec.,2002
593,1,metadata for mixed-media access,"julian kupiec , jan o. pedersen , lynn wilcox , marti a. hearst , francine chen",SIGMOD Rec.,1994,metadata for mixed-media access,"francine chen , marti hearst , julian kupiec , jan pedersen , lynn wilcox",SIGMOD Rec.,1994
594,0,the ecrc multi database system,"heribert schütz , willem jonker",SIGMOD,1995,the ores temporal database management system,"babis theodoulidis , aziz ait-braham , george andrianopoulos , jayant chaudhary , george karvelis , simon sou",SIGMOD,1994
595,1,versioning and configuration management in an object-oriented data model,edward sciore,VLDBJ,1994,versioning and configuration management in an object-oriented data model,edward sciore,VLDBJ,1994
596,1,reminiscences on influential papers,"daniel j. rosenkrantz , nick koudas , dan suciu , peter scheuermann , rajeev rastogi , jiawei han , kenneth a. ross",SIGMOD Rec.,2001,reminiscences on influential papers,kenneth a. ross,SIGMOD Rec.,2001
597,0,metu interoperable database system,"ebru kilic , pinar koksal , cem evrendilek , ugur halici , sema mancuhan , n. kesim , asuman dogac , cevdet dengi , sena nural , gökhan özhan , fatma ozcan , ismailcem budak arpinar",SIGMOD Rec.,1995,the ecrc multi database system,"willem jonker , heribert sch &#252; tz",SIGMOD,1995
598,0,psoup : a system for streaming queries over streaming data,"sirish chandrasekaran , michael j. franklin",VLDBJ,2003,xcache : a semantic caching system for xml queries,"li chen , elke a. rundensteiner , song wang",SIGMOD,2002
599,0,picodbms : scaling down database techniques for the smartcard,"patrick valduriez , philippe pucheral , christophe bobineau , luc bouganim",VLDBJ,2001,database techniques for the world-wide web : a survey,"daniela florescu , alon levy , alberto mendelzon",SIGMOD Rec.,1998
600,1,sequence query processing,"raghu ramakrishnan , miron livny , praveen seshadri",SIGMOD,1994,sequence query processing,"praveen seshadri , miron livny , raghu ramakrishnan",SIGMOD,1994
601,0,a framework for implementing hypothetical queries,"timothy griffin , richard hull",SIGMOD,1997,a framework for semantic gossiping,"karl aberer , philippe cudr &#233; - mauroux , manfred hauswirth",SIGMOD Rec.,2002
602,0,new sampling-based summary statistics for improving approximate query answers,"phillip b. gibbons , yossi matias",SIGMOD,1998,join synopses for approximate query answering,"swarup acharya , phillip b. gibbons , viswanath poosala , sridhar ramaswamy",SIGMOD,1999
603,1,on the cost of monitoring and reorganization of object bases for clustering,"guido moerkotte , alfons kemper , carsten andreas gerlhof",SIGMOD Rec.,1996,on the cost of monitoring and reorganization of object bases for clustering,"carsten a. gerlhof , alfons kemper , guido moerkotte",SIGMOD Rec.,1996
604,0,theory of answering queries using views,alon y. halevy,SIGMOD Rec.,2000,answering complex sql queries using automatic summary tables,"markos zaharioudakis , roberta cochrane , george lapis , hamid pirahesh , monica urata",SIGMOD,2000
605,0,distributing queries over low-power wireless sensor networks,"samuel madden , joseph m. hellerstein",SIGMOD,2002,power efficient data gathering and aggregation in wireless sensor networks,"h &#252; seyin &#214; zg &#252; r tan , ibrahim k &#246; rpeo &#487; lu",SIGMOD Rec.,2003
606,0,integrating modelling systems for environmental management information systems,"david j. abel , dean kuo , kerry l. taylor",SIGMOD Rec.,1997,challenges for global information systems,"alon y. levy , abraham silberschatz , divesh srivastava , maria zemankova",VLDB,1994
607,1,a survey of logical models for olap databases,"timos k. sellis , panos vassiliadis",SIGMOD Rec.,1999,a survey of logical models for olap databases,"panos vassiliadis , timos sellis",SIGMOD Rec.,1999
608,0,the a-tree : an index structure for high-dimensional spaces using relative approximation,"masatoshi yoshikawa , shunsuke uemura , yasushi sakurai , haruhiko kojima",VLDB,2000,distance-based indexing for high-dimensional metric spaces,"tolga bozkaya , meral ozsoyoglu",SIGMOD,1997
609,0,large databases for remote sensing and gis,a. r. dasgupta,VLDB,1996,fast algorithms for mining association rules in large databases,"rakesh agrawal , ramakrishnan srikant",VLDB,1994
610,1,from vldb to vmldb ( very many large data bases ) : dealing with large-scale semantic heterogenity,stuart e. madnick,VLDB,1995,from vldb to vmldb ( very many large data bases ) : dealing with large-scale semantic heterogenity,stuart e. madnick,VLDB,1995
611,0,automation in information extraction and data integration,sunita sarawagi,VLDB,2002,infomaster : an information integration system,"michael r. genesereth , arthur m. keller , oliver m. duschka",SIGMOD,1997
612,0,standards in practice,"jim melton , andrew eisenberg",SIGMOD Rec.,1998,standards,andrew eisenberg,SIGMOD Rec.,2001
613,0,database architecture optimized for the new bottleneck : memory access,"stefan manegold , peter a. boncz , martin l. kersten",VLDB,1999,optimizing database architecture for the new bottleneck : memory access,"stefan manegold , peter a. boncz , martin l. kersten",VLDBJ,2000
614,1,efendi : federated database system of cadlab,"bernd burkert , yaron engel , ralf böttger , gerd kachel , elke radeke , silvia kolmschlag , dietmar nolte",SIGMOD,1995,efendi : federated database system of cadlab,"e. radeke , r. b &#246; ttger , b. burkert , y. engel , g. kachel , s. kolmschlag , d. nolte",SIGMOD,1995
615,1,generating spatiotemporal datasets on the www,"mario a. nascimento , yannis theodoridis",SIGMOD Rec.,2000,generating spatiotemporal datasets on the www,"yannis theodoridis , mario a. nascimento",SIGMOD Rec.,2000
616,0,psoup : a system for streaming queries over streaming data,"sirish chandrasekaran , michael j. franklin",VLDBJ,2003,adaptive filters for continuous queries over distributed data streams,"chris olston , jing jiang , jennifer widom",SIGMOD,2003
617,1,"sqlj part 0 , now known as sql/olb ( object-language bindings )","andrew eisenberg , jim melton",SIGMOD Rec.,1998,"sqlj part 0 , now known as sql/olb ( object-language bindings )","andrew eisenberg , jim melton",SIGMOD Rec.,1998
618,0,evaluation of remote backup algorithms for transaction-processing systems,"christos a. polyzois , hector garcia-molina",ACM TODS,1994,integration of spatial join algorithms for processing multiple inputs,"nikos mamoulis , dimitris papadias",SIGMOD,1999
619,0,multiple-view self-maintenance in data warehousing environments,nam huyn,VLDB,1997,dyda : data warehouse maintenance in fully concurrent environments,"jun chen , xin zhang , songting chen , andreas koeller , elke a. rundensteiner",SIGMOD,2001
620,0,the algres testbed of chimera : an active object-oriented database system,"giuseppe psaila , stefano ceri , stefano paraboschi , piero fraternali",SIGMOD,1995,the ores temporal database management system,"babis theodoulidis , aziz ait-braham , george andrianopoulos , jayant chaudhary , george karvelis , simon sou",SIGMOD,1994
621,0,the oasis multidatabase prototype,"john murphy , mark roantree , wilhelm hasselbring",SIGMOD Rec.,1999,the samos active dbms prototype,"stella gatziu , andreas geppert , klaus r. dittrich",SIGMOD,1995
622,1,holistic twig joins : optimal xml pattern matching,"divesh srivastava , nick koudas , nicolas bruno",SIGMOD,2002,holistic twig joins : optimal xml pattern matching,"nicolas bruno , nick koudas , divesh srivastava",SIGMOD,2002
623,0,mining multi-dimensional constrained gradients in data cubes,"jiawei han , ke wang , joyce m. w. lam , guozhu dong , jian pei",VLDB,2001,quasi-cubes : exploiting approximations in multidimensional databases,"daniel barbar &#225; , mark sullivan",SIGMOD Rec.,1997
624,0,online association rule mining,christian hidber,SIGMOD,1999,data mining with optimized two-dimensional association rules,"takeshi fukuda , yasuhiko morimoto , shimichi morishita , takeshi tokuyama",ACM TODS,2001
625,0,champagne : data change propagation for heterogeneous information systems,"holger meinecke , uwe heinkel , ralf rantzau , carmen constantinescu",VLDB,2002,declustering databases on heterogeneous disk systems,"ling tony chen , doron rotem , sidhar seshadri",VLDB,1995
626,0,book review column,karl aberer,SIGMOD Rec.,2002,book reviews,,SIGMOD Rec.,2003
627,0,database research at nthu and itri,arbee l. p. chen,SIGMOD Rec.,1994,the microsoft database research group,"david lomet , roger barga , surajit chaudhuri , paul larson , vivek narasayya",SIGMOD Rec.,1998
628,0,xcerpt and visxcerpt : from pattern-based to visual querying of xml and semistructured data,"sacha berger , christoph wieser , sebastian schaffert , françois bry",VLDB,2003,capturing and querying multiple aspects of semistructured data,"curtis e. dyreson , michael h. b &#246; hlen , christian s. jensen",VLDB,1999
629,0,databases for gis,"claudia bauzer medeiros , fatima pires",SIGMOD Rec.,1994,databases and visualization,daniel a. keim,SIGMOD,1996
630,1,efficient materialization and use of views in data warehouses,"márcio farias de souza , marcus costa sampaio",SIGMOD Rec.,1999,efficient materialization and use of views in data warehouses,"m &#225; rcio farias de souza , marcus costa sampaio",SIGMOD Rec.,1999
631,1,the ccube constraint object-oriented database system,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen",SIGMOD,1999,the ccube constraint object-oriented database system,"alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo",SIGMOD,1999
632,1,the reach active oodbms,"alin deutsch , jürgen zimmermann , m. higa , alejandro p. buchmann",SIGMOD,1995,the reach active oodbms,"a. p. buchmann , a. deutsch , j. zimmermann , m. higa",SIGMOD,1995
633,0,the hcc-tree : an efficient index structure for object oriented databases,"b. sreenath , s. seshadri",VLDB,1994,index nesting - an efficient approach to indexing in object-oriented databases,"beng chin ooi , jiawei han , hongjun lu , kian lee tan",VLDBJ,1996
634,0,on supporting containment queries in relational database management systems,"guy m. lohman , david j. dewitt , qiong luo , jeffrey f. naughton , chun zhang",SIGMOD,2001,acm multimedia '94 conference workshop on multimedia database management systems,"bruce berra , kingsley nwosu , bhavani thuraisingham",SIGMOD Rec.,1995
635,0,control strategies for complex relational query processing in shared nothing systems,"lionel brunie , harald kosch",SIGMOD Rec.,1996,groupwise processing of relational queries,"damianos chatziantoniou , kenneth a. ross",VLDB,1997
636,0,the hcc-tree : an efficient index structure for object oriented databases,"b. sreenath , s. seshadri",VLDB,1994,the sr-tree : an index structure for high-dimensional nearest neighbor queries,"norio katayama , shin ` ichi satoh",SIGMOD,1997
637,0,optimizing queries on compressed bitmaps,"sihem amer-yahia , theodore johnson",VLDB,2000,optimizing object queries using an effective calculus,"leonidas fegaras , david maier",ACM TODS,2000
638,0,watermarking relational databases,"rakesh agrawal , jerry kiernan",VLDB,2002,efficiently publishing relational data as xml documents,"jayavel shanmugasundaram , eugene j. shekita , rimon barr , michael j. carey , bruce g. lindsay , hamid pirahesh , berthold reinwald",VLDB,2000
639,0,vxmlr : a visual xml-relational database system,"aoying zhou , wenyun ji , shihui zheng , hongjun lu , yuqi liang , zengping tian , long zhang",VLDB,2001,the ecrc multi database system,"willem jonker , heribert sch &#252; tz",SIGMOD,1995
640,0,on the costs of multilingualism in database systems,"a. kumaran , jayant r. haritsa",VLDB,2003,concurrency control in hierarchical multidatabase systems,"sharad mehrotra , henry f. korth , avi silberschatz",VLDBJ,1997
641,0,amalgamating knowledge bases,v. s. subrahmanian,ACM TODS,1994,building knowledge base management systems,"john mylopoulos , vinay chaudhri , dimitris plexousakis , adel shrufi , thodoros topologlou",VLDBJ,1996
642,0,tam : a system for dynamic transactional activity management,"ling liu , calton pu , tong zhou",SIGMOD,1999,a case for dynamic view management,"yannis kotidis , nick roussopoulos",ACM TODS,2001
643,1,approximate query mapping : accounting for translation closeness,"hector garcia-molina , kevin chen-chuan chang",VLDBJ,2001,approximate query mapping : accounting for translation closeness,"kevin chen-chuan chang , h &#233; ctor garc &#237; a-molina",VLDBJ,2001
644,0,report on ngits ' 99 : the 4th international workshop on next generation information technologies and systems,opher etzion,SIGMOD Rec.,1999,report on the vldb workshop on technologies for e-services ( tes ),"fabio casati , umesh dayal , ming-chien shan",SIGMOD Rec.,2000
645,1,"50,000 users on an oracle8 universal server database","ashok josji , tirthankar lahiri , amit jasuja , sumanta chatterjee",SIGMOD,1998,"50,000 users on an oracle8 universal server database","tirthankar lahiri , ashok joshi , amit jasuja , sumanta chatterjee",SIGMOD,1998
646,0,the algres testbed of chimera : an active object-oriented database system,"giuseppe psaila , stefano ceri , stefano paraboschi , piero fraternali",SIGMOD,1995,an effective deductive object-oriented database through language integration,"maria l. barja , norman w. paton , alvaro a. a. fernandes , m. howard williams , andrew dinn",VLDB,1994
647,0,description logics for semantic query optimization in object-oriented database systems,"claudio sartori , sonia bergamaschi , domenico beneventano",ACM TODS,2003,query unnesting in object-oriented databases,leonidas fegaras,SIGMOD,1998
648,0,optimizing queries over multimedia repositories,"luis gravano , surajit chaudhuri",SIGMOD,1996,optimizing multi-feature queries for image databases,"ulrich g &#252; ntzer , wolf-tilo balke , werner kie &#223; ling",VLDB,2000
649,1,a characterization of the sensitivity of query optimization to storage access cost parameters,"tapas kanungo , frederick reiss",SIGMOD,2003,a characterization of the sensitivity of query optimization to storage access cost parameters,"frederick r. reiss , tapas kanungo",SIGMOD,2003
650,1,evaluating probabilistic queries over imprecise data,"reynold cheng , dmitri v. kalashnikov , sunil prabhakar",SIGMOD,2003,evaluating probabilistic queries over imprecise data,"reynold cheng , dmitri v. kalashnikov , sunil prabhakar",SIGMOD,2003
651,0,structures for manipulating proposed updates in object-oriented databases,"richard hull , mohammed rupawalla , michael doherty",SIGMOD,1996,extraction of object-oriented structures from existing relational databases,"shekar ramanathan , julia hodges",SIGMOD Rec.,1997
652,0,processing object-oriented queries with invertible late bound functions,"tore risch , staffan flodin",VLDB,1995,cost-based selection of path expression processing algorithms in object-oriented databases,"georges gardarin , jean-robert gruser , zhao-hui tang",VLDB,1996
