id,title,authors,venue,year
900,storage estimation for multidimensional aggregates in the presence of hierarchies,"jeffrey f. naughton , amit shukla , karthikeyan ramasamy , prasad deshpande",vldb,1996
1534,innovation in database management : computer science vs. engineering,kenneth r. jacobs,vldb,1997
356,the design and implementation of a sequence database system,"raghu ramakrishnan , miron livny , praveen seshadri",vldb,1996
378,cost-driven vertical class partitioning for methods in object oriented databases,"qing li , chi-wai fung , kamalakar karlapalem",vldb j.,2003
1531,optimizing the secure evaluation of twig queries,"sihem amer-yahia , divesh srivastava , sungran cho , laks v. s. lakshmanan",vldb,2002
1382,a framework for supporting data integration using the materialized and virtual approaches,"gang zhou , richard hull",sigmod conference,1996
1368,extending practical pre-aggregation in on-line analytical processing,"torben bach pedersen , curtis e. dyreson , christian s. jensen",vldb,1999
1563,report on the web dynamics workshop at www 2002,"alexandra poulovassilis , mark levene",sigmod record,2002
261,range queries in olap data cubes,"ching-tien ho , rakesh agrawal , nimrod megiddo , ramakrishnan srikant",sigmod conference,1997
1989,databases for networks,h. v. jagadish,sigmod conference,1994
1485,a brief survey of web data extraction tools,"berthier a. ribeiro-neto , alberto h. f. laender , altigran soares da silva , juliana s. teixeira",sigmod record,2002
681,spatial queries in dynamic environments,"yufei tao , dimitris papadias",acm trans . database syst .,2003
1211,stream processing of xpath queries with predicates,"ashish kumar gupta , dan suciu",sigmod conference,2003
2371,editorial,richard t. snodgrass,acm trans . database syst .,2001
1531,optimizing the secure evaluation of twig queries,"sihem amer-yahia , divesh srivastava , sungran cho , laks v. s. lakshmanan",vldb,2002
2452,temporal conditions and integrity constraints in active database systems,"ouri wolfson , a. prasad sistla",sigmod conference,1995
867,extracting and exploiting structure in text search,prabhakar raghavan,sigmod conference,2003
1505,distributed deviation detection in sensor networks,"dimitrios gunopulos , themistoklis palpanas , dimitris papadopoulos , vana kalogeraki",sigmod record,2003
1791,automatic discovery of language models for text databases,"aiqun du , james p. callan , margaret e. connell",sigmod conference,1999
471,guest editorial,alon y. halevy,vldb j.,2002
36,efficient ir-style keyword search over relational databases,"yannis papakonstantinou , luis gravano , vagelis hristidis",vldb,2003
1272,a new approach to developing and implementing eager database replication protocols,"gustavo alonso , bettina kemme",acm trans . database syst .,2000
987,open object database management systems,josé a. blakeley,sigmod conference,1994
1097,editor 's notes,michael j. franklin,sigmod record,2000
1121,re-designing distance functions and distance-based applications for high dimensional data,charu c. aggarwal,sigmod record,2001
1745,semistructured und structured data in the web : going back and forth,"paolo merialdo , giansalvatore mecca , paolo atzeni",sigmod record,1997
1207,issues in network management in the next millennium,"michael l. brodie , surajit chaudhuri",vldb,1999
2547,applications of the java programming language to database management,"v. wiktor marek , bradley f. burton",sigmod record,1998
1082,the naos system,"christine collet , thierry coupaye",sigmod conference,1995
988,materialized views selection in a multidimensional database,"ernest teniente , elena baralis , stefano paraboschi",vldb,1997
2001,curio : a novel solution for efficient storage and indexing in data warehouses,"helen m. thomas , krithi ramamritham , anindya datta",vldb,1999
943,dna-miner : a system prototype for mining dna sequences,"jiawei han , liangyou chen , jian pei , ying lu , yaqin liao , hasan m. jamil",sigmod conference,2001
240,the database group at university of hagen ( fernuniversitaet ),"silke mittrach , gunter schlageter , thomas berkel , andreas scherer , eberhard heuel , wolfgang wilkes",sigmod record,1995
767,reconciling schemas of disparate data sources : a machine-learning approach,"anhai doan , pedro domingos , alon y. halevy",sigmod conference,2001
1470,a user-centered interface for querying distributed multimedia databases,"kimberly m. james , isabel f. cruz",sigmod conference,1999
1577,safe query languages for constraint databases,peter z. revesz,acm trans . database syst .,1998
2151,secure bufering in firm real-time database systems,"jayant r. haritsa , binto george",vldb j.,2000
1985,static detection of security flaws in object-oriented databases,keishi tajima,sigmod conference,1996
834,the semantic web : semantics for data on the web,"vipul kashyap , stefan decker",vldb,2003
863,an efficient algorithm for mining association rules in large databases,"edward omiecinski , shamkant b. navathe , ashok savasere",vldb,1995
256,incremental clustering for mining in a data warehousing environment,"xiaowei xu , michael wimmer , jörg sander , martin ester , hans-peter kriegel",vldb,1998
1400,a system for watermarking relational databases,"peter j. haas , rakesh agrawal , jerry kiernan",sigmod conference,2003
1799,structures for manipulating proposed updates in object-oriented databases,"richard hull , mohammed rupawalla , michael doherty",sigmod conference,1996
1685,implementing lazy database updates for an object database system,"fabrizio ferrandina , thorsten meyer , roberto zicari",vldb,1994
1323,efficient processing of joins on set-valued attributes,nikos mamoulis,sigmod conference,2003
1650,multidimensional access methods : trees have grown everywhere,"nick roussopoulos , christos faloutsos , timos k. sellis",vldb,1997
1086,editorial,"peter m. g. apers , stefano ceri , richard t. snodgrass",vldb j.,2002
76,algebraic query optimisation for database programming languages,"carol small , alexandra poulovassilis",vldb j.,1996
393,data grid management systems,"arun jagatheesan , arcot rajasekar",sigmod conference,2003
2212,fast-start : quick fault recovery in oracle,"ashok joshi , ron weiss , amit ganesh , tirthankar lahiri",sigmod conference,2001
833,combi-operator : database support for data mining applications,"wolfgang lehner , alexander hinneburg , dirk habich",vldb,2003
1041,size separation spatial join,"kenneth c. sevcik , nick koudas",sigmod conference,1997
214,editor 's notes,michael j. franklin,sigmod record,2000
1857,bringing order to query optimization,"giedrius slivinskas , richard t. snodgrass , christian s. jensen",sigmod record,2002
1542,extraction of object-oriented structures from existing relational databases,"julia e. hodges , shekar ramanathan",sigmod record,1997
787,iterative dynamic programming : a new class of query optimization algorithms,"donald kossmann , konrad stocker",acm trans . database syst .,2000
2036,s3 : similarity search in cad database systems,"hans-peter kriegel , stefan berchtold",sigmod conference,1997
1489,online query processing,"peter j. haas , joseph m. hellerstein",sigmod conference,2001
287,converting relational to object-oriented databases,joseph fong,sigmod record,1997
991,load shedding in a data stream manager,"michael stonebraker , nesime tatbul , mitch cherniack , stanley b. zdonik , ugur çetintemel",vldb,2003
476,sideway value algebra for object-relational databases,"z. meral özsoyoglu , gultekin özsoyoglu , abdullah al-hamdani , özgür ulusoy , selma ayse özel , ismail sengör altingövde",vldb,2002
2591,xmdvtool : visual interactive data exploration and trend discovery of high-dimensional data sets,"elke a. rundensteiner , punit r. doshi , jing yang , matthew o. ward",sigmod conference,2002
1020,database research at arizona state university,"suzanne w. dietrich , forouzan golshani , susan darling urban",sigmod record,1996
644,index configuration in object-oriented databases,elisa bertino,vldb j.,1994
162,temporal database system implementations,michael h. böhlen,sigmod record,1995
244,"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search",charu c. aggarwal,sigmod conference,2002
2022,the aqua approximate query answering system,"sridhar ramaswamy , swarup acharya , phillip b. gibbons , viswanath poosala",sigmod conference,1999
2364,materialized view selection and maintenance using multi-query optimization,"krithi ramamritham , hoshi mistry , prasan roy , s. sudarshan",sigmod conference,2001
2242,distributed top-n query processing with possibly uncooperative local systems,"clement t. yu , weiyi meng , george philip",vldb,2003
131,reminiscences an influential papers,"jeffrey f. naughton , minos n. garofalakis , kenneth a. ross",sigmod record,2003
232,a multimedia presentation algebra,"maria luisa sapino , sibel adali , v. s. subrahmanian",sigmod conference,1999
1975,performance issues in incremental warehouse maintenance,"hector garcia-molina , wilburt labio , yingwei cui , jennifer widom , jun yang",vldb,2000
1829,efficiently instantiating view-objects from remote relational databases,"gio wiederhold , byung suk lee",vldb j.,1994
1510,algorithms for mining association rules for binary segmentations of huge categorical databases,"kunikazu yoda , hirofumi matsuzawa , takeshi tokuyama , yasuhiko morimoto , takeshi fukuda",vldb,1998
789,electronic commerce : tutorial,"nabil r. adam , yelena yesha",sigmod conference,1998
1285,efficient incremental garbage collection for client-server object database systems,"laurent amsaleg , olivier gruber , michael j. franklin",vldb,1995
958,reminiscences on influential papers,"s. sudarshan , charu c. aggarwal , mihalis yannakakis , alfons kemper , kenneth a. ross , sunita sarawagi",sigmod record,2000
1091,introduction ( special issue on multimedia databases ),"m. tamer özsu , stavros christodoulakis",vldb j.,1998
1287,maintaining data privacy in association rule mining,"shariq rizvi , jayant r. haritsa",vldb,2002
1055,resource scheduling for composite multimedia objects,"yannis e. ioannidis , minos n. garofalakis , banu özden",vldb,1998
2237,managing uncertainty in sensor database,"sunil prabhakar , reynold cheng",sigmod record,2003
1751,context-based prefetch - an optimization for implementing objects on relations,"david shutt , philip a. bernstein , shankar pal",vldb j.,2000
878,operating system extensions for the teradata parallel vldb,"sorana rabinovici , john catozzi",vldb,2001
1263,efficient search of multi-dimensional b-trees,"dave birdsall , hedieh yaghmai , harry leslie , rohit jain",vldb,1995
1180,data management issues in electronic commerce ( panel ),m. tamer özsu,sigmod conference,1999
1116,integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994
1116,integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994
2607,bulk loading into an oodb : a performance study,"jeffrey f. naughton , janet l. wiener",vldb,1994
48,xml data management go native or spruce up relational systems ? ( panel abstract ),per-åke larson,sigmod conference,2001
1397,guest editorial : databases and the web,"alberto o. mendelzon , paolo atzeni",vldb j.,2000
856,capturing and querying multiple aspects of semistructured data,"curtis e. dyreson , michael h. böhlen , christian s. jensen",vldb,1999
1759,monotonic complements for independent data warehouses,"gottfried vossen , jens lechtenbörger , dominique laurent , nicolas spyratos",vldb j.,2001
763,access path support for referential integrity in sql2,"joachim reinert , theo härder",vldb j.,1996
306,paradise : a database system for gis applications,paradise team,sigmod conference,1995
2481,editor 's notes,michael j. franklin,sigmod record,1997
2239,edgar f. codd : a tribute and personal memoir,c. j. date,sigmod record,2003
182,thémis : a database programming language handling integrity constraints,"anne doucet , véronique benzaken",vldb j.,1995
2302,a logical foundation for deductive object-oriented databases,"mengchi liu , tok wang ling , gillian dobbie",acm trans . database syst .,2002
1317,efficient algorithms for mining outliers from large data sets,"kyuseok shim , sridhar ramaswamy , rajeev rastogi",sigmod conference,2000
927,the demarcation protocol : a technique for maintaining constraints in distributed database systems,"daniel barbará , hector garcia-molina",vldb j.,1994
2293,query previews for networked information systems : a case study with nasa environmental data,"khoa doan , catherine plaisant , ben shneiderman , tom bruns",sigmod record,1997
181,integrating information for on demand computing,nelson mendonça mattos,vldb,2003
698,research issues in federated database systems : report of efdbs '97 workshop,"fèlix saltor , mark roantree , mark w. w. vermeer , wilhelm hasselbring , martin schönhoff , markus strässler , barry eaglestone , stefan conrad",sigmod record,1997
2224,lore : a database management system for semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1997
1618,data staging for on-demand broadcast,"stanley b. zdonik , demet aksoy , michael j. franklin",vldb,2001
1541,data mining techniques,jiawei han,sigmod conference,1996
1445,xmas : an extensible main-memory storage system for high-performance applications,"ki hong kim , yong sik kwon , sang kyun cha , jang ho park , byoung dae park , sangho lee",sigmod conference,1998
1902,data integration in the large : the challenge of reuse,"leonard j. seligman , arnon rosenthal",vldb,1994
2371,editorial,richard t. snodgrass,acm trans . database syst .,2001
661,distance-based indexing for high-dimensional metric spaces,"z. meral özsoyoglu , tolga bozkaya",sigmod conference,1997
2520,data mining with optimized two-dimensional association rules,"takeshi tokuyama , yasuhiko morimoto , shinichi morishita , takeshi fukuda",acm trans . database syst .,2001
2241,energy and rate based mac protocol for wireless sensor networks,"ramaraju kalidindi , vijay kumar , rajgopal kannan , s. sitharama iyengar",sigmod record,2003
694,gte superpages : using ir techniques for searching complex objects,"steven d. whitehead , himanshu sinha , michael murphy",vldb,1997
1480,distributed query evaluation on semistructured data,dan suciu,acm trans . database syst .,2002
1038,transactional client-server cache consistency : alternatives and performance,"michael j. franklin , michael j. carey , miron livny",acm trans . database syst .,1997
1428,sampling large databases for association rules,hannu toivonen,vldb,1996
695,a data model and data structures for moving objects databases,"markus schneider , enrico nardelli , luca forlizzi , ralf hartmut güting",sigmod conference,2000
932,query rewriting for semistructured data,"vasilis vassalos , yannis papakonstantinou",sigmod conference,1999
675,component-based e-commerce : assesment of current practices and future directions,"martin bichler , arie segev , j. leon zhao",sigmod record,1998
1570,a platform based on the multi-dimensional data model for analysis of bio-molecular structures,"srinath srinivasa , sujit kumar",vldb,2003
2292,an array-based algorithm for simultaneous multidimensional aggregates,"jeffrey f. naughton , yihong zhao , prasad deshpande",sigmod conference,1997
176,fine-grained sharing in a page server oodbms,"michael j. carey , markos zaharioudakis , michael j. franklin",sigmod conference,1994
1488,query execution techniques for caching expensive methods,"joseph m. hellerstein , jeffrey f. naughton",sigmod conference,1996
1540,efficient index structures for string databases,"tamer kahveci , ambuj k. singh",vldb,2001
1350,rp * : a family of order preserving scalable distributed data structures,"witold litwin , marie-anne neimat , donovan a. schneider",vldb,1994
133,java and relational databases : sqlj ( tutorial ),"johannes klein , richard pledereder , gray clossman , brian becker , phil shaw , mark hapner",sigmod conference,1998
713,approximate query processing : taming the terabytes,"minos n. garofalakis , phillip b. gibbons",vldb,2001
2312,on views and xml,serge abiteboul,sigmod record,1999
897,data management challenges in crm,george colliat,sigmod conference,2003
1857,bringing order to query optimization,"giedrius slivinskas , richard t. snodgrass , christian s. jensen",sigmod record,2002
316,banks : browsing and keyword searching in relational databases,"arvind hulgeri , gaurav bhalotia , soumen chakrabarti , parag , s. sudarshan , charuta nakhe , b. aditya",vldb,2002
83,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"kun-lung wu , philip s. yu , james z. teng , jen-yao chung",vldb,1995
2009,one-dimensional and multi-dimensional substring selectivity estimation,"raymond t. ng , divesh srivastava , h. v. jagadish , olga kapitskaia",vldb j.,2000
2129,promises and realities of active database systems,"eric simon , angelika kotz dittrich",vldb,1995
1755,a model for compound type changes encountered in schema evolution,barbara staudt lerner,acm trans . database syst .,2000
1771,watermarking relational databases,"rakesh agrawal , jerry kiernan",vldb,2002
1481,database management systems and the internet,susan malaika,vldb,1996
775,guest editor 's introduction,asuman dogac,sigmod record,2002
1020,database research at arizona state university,"suzanne w. dietrich , forouzan golshani , susan darling urban",sigmod record,1996
1730,fault-tolerant architectures for continuous media servers,"abraham silberschatz , rajeev rastogi , banu özden , prashant j. shenoy",sigmod conference,1996
1061,data management for pervasive computing,"mitch cherniack , stanley b. zdonik , michael j. franklin",vldb,2001
713,approximate query processing : taming the terabytes,"minos n. garofalakis , phillip b. gibbons",vldb,2001
2416,filtering with approximate predicates,"hector garcia-molina , narayanan shivakumar , chandra chekuri",vldb,1998
2040,statistical synopses for graph-structured xml databases,"minos n. garofalakis , neoklis polyzotis",sigmod conference,2002
1658,re-tree : an efficient index structure for regular expressions,"rajeev rastogi , minos n. garofalakis , chee yong chan",vldb,2002
1466,document management as a database problem,rudolf bayer,vldb,1995
2601,reminiscences on influential papers,"kaladhar voruganti , renée j. miller , kenneth a. ross , flip korn",sigmod record,2002
314,view management in multimedia databases,"v. s. subrahmanian , eric lemar , k. selçuk candan",vldb j.,2000
1812,querying heterogeneous information sources using source descriptions,"anand rajaraman , alon y. levy , joann j. ordille",vldb,1996
1545,dynamic information visualization,yannis e. ioannidis,sigmod record,1996
471,guest editorial,alon y. halevy,vldb j.,2002
1109,efficient resumption of interrupted warehouse loads,"hector garcia-molina , vlad gorelik , wilburt labio , janet l. wiener",sigmod conference,2000
644,index configuration in object-oriented databases,elisa bertino,vldb j.,1994
1899,book review column,karl aberer,sigmod record,2002
118,the persistent cache : improving oid indexing in temporal object-oriented database systems,kjetil nørvåg,vldb,1999
1533,sequence query processing,"raghu ramakrishnan , miron livny , praveen seshadri",sigmod conference,1994
1985,static detection of security flaws in object-oriented databases,keishi tajima,sigmod conference,1996
2162,foundations of preferences in database systems,werner kießling,vldb,2002
2391,reminiscences on influential papers,"kenneth a. ross , beng chin ooi , frank neven",sigmod record,2003
2091,the database and information system research group at the university of ulm,"peter dadam , wolfgang klas",sigmod record,1997
1892,query optimization in compressed database systems,"zhiyuan chen , flip korn , johannes gehrke",sigmod conference,2001
312,a hypertext query language for images,li yang,sigmod record,1994
135,semint : a system prototype for semantic integration in heterogeneous databases,"wen-syan li , chris clifton",sigmod conference,1995
934,reminiscences on influential papers,richard t. snodgrass,sigmod record,1998
1951,champagne : data change propagation for heterogeneous information systems,"holger meinecke , uwe heinkel , ralf rantzau , carmen constantinescu",vldb,2002
1397,guest editorial : databases and the web,"alberto o. mendelzon , paolo atzeni",vldb j.,2000
1397,guest editorial : databases and the web,"alberto o. mendelzon , paolo atzeni",vldb j.,2000
2602,metu interoperable database system,"ebru kilic , pinar koksal , cem evrendilek , ugur halici , sema mancuhan , n. kesim , asuman dogac , cevdet dengi , sena nural , gökhan özhan , fatma ozcan , ismailcem budak arpinar",sigmod record,1995
9,unisql 's next-generation object-relational database management system,"phil janus , albert d'andrea",sigmod record,1996
9,unisql 's next-generation object-relational database management system,"phil janus , albert d'andrea",sigmod record,1996
930,from data independence to knowledge independence : an on-going story,laurent vieille,vldb,1998
1710,author index,?,vldb,2000
1415,the impact of global clustering on spatial database systems,"thomas brinkhoff , hans-peter kriegel",vldb,1994
528,improving the efficiency of database-system teaching,jeffrey d. ullman,sigmod conference,2003
2088,partition selection policies in object database garbage collection,"benjamin g. zorn , alexander l. wolf , jonathan e. cook",sigmod conference,1994
2308,approximate query processing using wavelets,"kyuseok shim , kaushik chakrabarti , minos n. garofalakis , rajeev rastogi",vldb,2000
2210,generalized search trees for database systems,"jeffrey f. naughton , avi pfeffer , joseph m. hellerstein",vldb,1995
699,dynamic multidimensional histograms,"piotr indyk , sudipto guha , nitin thaper , nick koudas",sigmod conference,2002
314,view management in multimedia databases,"v. s. subrahmanian , eric lemar , k. selçuk candan",vldb j.,2000
1065,nonstop sql/mx publish/subscribe : continuous data streams in transaction processing,hansjörg zeller,sigmod conference,2003
2213,a toolkit for negotiation support interfaces to multi-dimensional data,"matthias jarke , stephan jacobs , michael gebhardt",sigmod conference,1997
400,a survey of approaches to automatic schema matching,"philip a. bernstein , erhard rahm",vldb j.,2001
1618,data staging for on-demand broadcast,"stanley b. zdonik , demet aksoy , michael j. franklin",vldb,2001
865,the sift information dissemination system,"tak w. yan , hector garcia-molina",acm trans . database syst .,1999
2472,metrics for accessing heterogeneous data : is there any hope ? ( panel ),"michael stonebraker , nicholas j. belkin , gio wiederhold , erich j. neuhold , leonard j. seligman",vldb,1995
2091,the database and information system research group at the university of ulm,"peter dadam , wolfgang klas",sigmod record,1997
1576,cost estimation of user-defined methods in object-relational database systems,"kinji ono , jihad boulos",sigmod record,1999
600,"fast , randomized join-order selection - why use transformations ?","arjan pellenkoft , césar a. galindo-legaria , martin l. kersten",vldb,1994
644,index configuration in object-oriented databases,elisa bertino,vldb j.,1994
393,data grid management systems,"arun jagatheesan , arcot rajasekar",sigmod conference,2003
703,automated resolution of semantic heterogeneity in multidatabases,"a. r. hurson , simin h. pakzad , m. w. bright",acm trans . database syst .,1994
1330,issues in data stream management,"lukasz golab , m. tamer özsu",sigmod record,2003
209,guest editorial,"vijay atluri , anupam joshi , yelena yesha",vldb j.,2003
291,a fast index for semistructured data,"brian cooper , gísli r. hjaltason , michael j. franklin , neal sample , moshe shadmon",vldb,2001
1248,update propagation protocols for replicated databases,"raghavan komondoor , abraham silberschatz , yuri breitbart , s. seshadri , rajeev rastogi",sigmod conference,1999
687,query optimization at the crossroads ( panel ),surajit chaudhuri,sigmod conference,1997
287,converting relational to object-oriented databases,joseph fong,sigmod record,1997
2266,top-k selection queries over relational databases : mapping strategies and performance evaluation,"surajit chaudhuri , nicolas bruno , luis gravano",acm trans . database syst .,2002
330,metadata standards for data warehousing : open information model vs. common warehouse metamodel,"anca vaduva , thomas vetterli , martin staudt",sigmod record,2000
1021,the algres testbed of chimera : an active object-oriented database system,"giuseppe psaila , stefano ceri , stefano paraboschi , piero fraternali",sigmod conference,1995
87,a scalable algorithm for answering queries using views,"rachel pottinger , alon y. levy",vldb,2000
2123,the wasa2 object-oriented workflow management system,"mathias weske , gottfried vossen",sigmod conference,1999
747,vqbd : exploring semistructured data,"jihwang yeo , sudarshan s. chawathe , thomas baby",sigmod conference,2001
146,scalable parallel data mining for association rules,"eui-hong han , vipin kumar , george karypis",sigmod conference,1997
892,"calibrating the query optimizer cost model of iro-db , an object-oriented federated database system","zhao-hui tang , fei sha , georges gardarin",vldb,1996
20,report on the acm fourth international workshop on data warehousing and olap ( dolap 2001 ),joachim hammer,sigmod record,2002
383,avoiding ordering and grouping in query processing,"xiaoyu wang , mitch cherniack",vldb,2003
1886,towards effective and efficient free space management,"marvin h. solomon , michael j. carey , mark l. mcauliffe",sigmod conference,1996
131,reminiscences an influential papers,"jeffrey f. naughton , minos n. garofalakis , kenneth a. ross",sigmod record,2003
2101,xxl - a library approach to supporting efficient implementations of advanced database queries,"björn blohsfeld , jens-peter dittrich , martin schneider , bernhard seeger , tobias schäfer , jochen van den bercken , jürgen krämer",vldb,2001
2246,mining generalized association rules,"ramakrishnan srikant , rakesh agrawal",vldb,1995
690,on supporting containment queries in relational database management systems,"guy m. lohman , david j. dewitt , qiong luo , jeffrey f. naughton , chun zhang",sigmod conference,2001
1349,on-demand data elevation in hierarchical multimedia storage servers,"thomas papadakis , peter triantafillou",vldb,1997
829,materialized view selection for multidimensional datasets,"jeffrey f. naughton , amit shukla , prasad deshpande",vldb,1998
1380,book review column,karl aberer,sigmod record,2003
1264,practical issues with commercial use of federated databases,jim kleewein,vldb,1996
1875,learning about data integration challenges from day one,alon y. halevy,sigmod record,2003
1724,intelligent access to heterogeneous information sources : report on the 4th workshop on knowledge representation meets databases,"manfred a. jeusfeld , franz baader , werner nutt",sigmod record,1997
1523,a graph-theoretic model for optimizing queries involving methods,"yaw-huei chen , chi-sheng shih , chiang lee",vldb j.,2001
1791,automatic discovery of language models for text databases,"aiqun du , james p. callan , margaret e. connell",sigmod conference,1999
1151,data and knowledge base research at hong kong university of science and technology,"babak hamidzadeh , kamalakar karlapalem , qing li , chung-dak shum , dik lun lee , frederick h. lochovsky , beat wüthrich , alex chia-yee kean , pamela drew",sigmod record,1995
1950,on the computation of multidimensional aggregates,"sunita sarawagi , ashish gupta , rakesh agrawal , prasad deshpande , jeffrey f. naughton , sameet agarwal , raghu ramakrishnan",vldb,1996
2162,foundations of preferences in database systems,werner kießling,vldb,2002
1829,efficiently instantiating view-objects from remote relational databases,"gio wiederhold , byung suk lee",vldb j.,1994
37,indexing of now-relative spatio-bitemporal data,"simonas saltenis , christian s. jensen",vldb j.,2002
2035,sleepers and workaholics : caching strategies in mobile environments,"tomasz imielinski , daniel barbará",vldb j.,1995
1771,watermarking relational databases,"rakesh agrawal , jerry kiernan",vldb,2002
2299,query engines for web-accessible xml data,"ramez elmasri , leonidas fegaras",vldb,2001
1321,xquery : a query language for xml,donald d. chamberlin,sigmod conference,2003
2,incremental maintenance for non-distributive aggregate functions,"themistoklis palpanas , richard sidle , hamid pirahesh , roberta cochrane",vldb,2002
420,dwms : data warehouse management system,narendra mohan,vldb,1996
2081,naos - efficient and modular reactive capabilities in an object-oriented database system,"thierry coupaye , t. svensen , christine collet",vldb,1994
24,free parallel data mining,"bin li , dennis shasha",sigmod conference,1998
1533,sequence query processing,"raghu ramakrishnan , miron livny , praveen seshadri",sigmod conference,1994
797,mpeg-7 and multimedia database systems,harald kosch,sigmod record,2002
78,the ores temporal database management system,"babis theodoulidis , george karvelis , jayant chaudhary , aziz ait-braham , simon sou , george andrianopoulos",sigmod conference,1994
2113,"data management in ecommerce : the good , the bad , and the ugly",avigdor gal,sigmod conference,2000
267,lambda-db : an odmg-based object-oriented dbms,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",sigmod conference,2000
1187,relational databases for querying xml documents : limitations and opportunities,"jeffrey f. naughton , kristin tufte , chun zhang , gang he , david j. dewitt , jayavel shanmugasundaram",vldb,1999
2137,processing sliding window multi-joins in continuous queries over data streams,"lukasz golab , m. tamer özsu",vldb,2003
78,the ores temporal database management system,"babis theodoulidis , george karvelis , jayant chaudhary , aziz ait-braham , simon sou , george andrianopoulos",sigmod conference,1994
628,query processing in spatial network databases,"nikos mamoulis , jun zhang , dimitris papadias , yufei tao",vldb,2003
378,cost-driven vertical class partitioning for methods in object oriented databases,"qing li , chi-wai fung , kamalakar karlapalem",vldb j.,2003
722,progress on hpcc and nii,marianne winslett,sigmod record,1994
1395,optimizing disjunctive queries with expensive predicates,"alfons kemper , guido moerkotte , michael steinbrunn , klaus peithner",sigmod conference,1994
1993,aggregate-query processing in data warehousing environments,"venky harinarayan , dallan quass , ashish gupta",vldb,1995
2277,dynamic sample selection for approximate query processing,"gautam das , surajit chaudhuri , brian babcock",sigmod conference,2003
1476,conceptual schema analysis : techniques and applications,"valeria de antonellis , barbara pernici , maria grazia fugini , silvana castano",acm trans . database syst .,1998
1007,"panel : future directions of database research - the vldb broadening strategy , part 1",hans-jörg schek,vldb,2000
2595,a foundation for multi-dimensional databases,"laks v. s. lakshmanan , marc gyssens",vldb,1997
1356,answering queries with useful bindings,"edward y. chang , chen li",acm trans . database syst .,2001
1390,aqua : a fast decision support systems using approximate query answers,"swarup acharya , phillip b. gibbons , viswanath poosala",vldb,1999
967,experiments on access to digital libraries : how can images and text be used together,michael lesk,vldb,1994
1169,query processing and optimization in oracle rdb,"gennady antoshenkov , mohamed ziauddin",vldb j.,1996
1433,rethinking database system architecture : towards a self-tuning risc-style database system,"surajit chaudhuri , gerhard weikum",vldb,2000
432,efficient mid-query re-optimization of sub-optimal query execution plans,"david j. dewitt , navin kabra",sigmod conference,1998
1385,semantic integration of semistructured and structured data sources,"sonia bergamaschi , maurizio vincini , silvana castano",sigmod record,1999
2320,data partitioning and load balancing in parallel disk systems,"gerhard weikum , peter zabback , peter scheuermann",vldb j.,1998
795,the tsql2 final language definition announcement,?,sigmod record,1994
1001,join queries with external text sources : execution and optimization techniques,"umeshwar dayal , surajit chaudhuri , tak w. yan",sigmod conference,1995
2129,promises and realities of active database systems,"eric simon , angelika kotz dittrich",vldb,1995
1717,distance browsing in spatial databases,"hanan samet , gísli r. hjaltason",acm trans . database syst .,1999
78,the ores temporal database management system,"babis theodoulidis , george karvelis , jayant chaudhary , aziz ait-braham , simon sou , george andrianopoulos",sigmod conference,1994
1858,the changing landscape of the software industry and its implications for india,umang gupta,vldb,1996
1828,a framework for semantic gossiping,"manfred hauswirth , karl aberer , philippe cudré-mauroux",sigmod record,2002
1428,sampling large databases for association rules,hannu toivonen,vldb,1996
1811,comparative analysis of five xml query languages,"angela bonifati , stefano ceri",sigmod record,2000
1359,sentinel : an object-oriented dbms with event-based rules,sharma chakravarthy,sigmod conference,1997
2126,active views for electronic commerce,"laurent mignet , serge abiteboul , tova milo , adi eyal , bernd amann , sophie cluet",vldb,1999
1429,"adaptive , fine-grained sharing in a client-server oodbms : a callback-based approach","michael j. carey , michael j. franklin , markos zaharioudakis",acm trans . database syst .,1997
1887,approximate join processing over data streams,"johannes gehrke , abhinandan das , mirek riedewald",sigmod conference,2003
1717,distance browsing in spatial databases,"hanan samet , gísli r. hjaltason",acm trans . database syst .,1999
987,open object database management systems,josé a. blakeley,sigmod conference,1994
5,efficient geometry-based similarity search of 3d spatial databases,daniel a. keim,sigmod conference,1999
701,aggregation algorithms for very large compressed data warehouses,"jaideep srivastava , jianzhong li , doron rotem",vldb,1999
1509,scalable sweeping-based spatial join,"lars arge , jeffrey scott vitter , torsten suel , sridhar ramaswamy , octavian procopiuc",vldb,1998
2486,database systems management and oracle8,c. gregory doherty,sigmod conference,1998
545,data placement in shared-nothing parallel database systems,"manish mehta , david j. dewitt",vldb j.,1997
692,repositories and object oriented databases,philip a. bernstein,sigmod record,1998
1975,performance issues in incremental warehouse maintenance,"hector garcia-molina , wilburt labio , yingwei cui , jennifer widom , jun yang",vldb,2000
768,optimal clip ordering for multi-clip queries,"raymond t. ng , paul shum",vldb j.,1998
1022,editor 's notes,ling liu,sigmod record,2002
